strasse;hausnummer;anzahl bussgelder
IM KLAPPERHOF;37-39;2
LORTZINGSTR.;12;2
HOCHSTADENSTR.;20-22;2
PAULIPLATZ;3;2
PAULIPLATZ;3A;2
PAULIPLATZ;;2
FRIESENSTR.;68;2
HERDERSTR.;11;2
PAULISTR.;11;2
APOSTELNSTR.;32-38;2
PAULISTR.;22;2
FÄHRGASSE;;2
PAULISTR.;25;2
SCHILLSTR.;4;2
PAULISTR.;45;2
PAULISTR.;48;2
LORTZINGSTR.;20;2
EIGELSTEIN;131;2
KÖRNERSTR.;108;2
JOSEPHSTR.;4;2
PAUL-LÖBE-WEG;26;2
FABRICIUSSTR.;8;2
LORTZINGSTR.;29;2
PAUL-NIESSEN-STR.;10;2
KASINOSTR.;1-1A;2
LORTZINGSTR.;42;2
MESMERSTR.;4;2
MESMERSTR.;5;2
PAUL-NIESSEN-STR.;14-16;2
PAUL-NIESSEN-STR.;16;2
APOSTELNSTR.;21/23;2
SANDGLÖCKCHENWEG;52;2
MESMERSTR.;6;2
APOSTELNSTR.;2;2
PAUL-NIESSEN-STR.;20;2
LORTZINGSTR.;44;2
MESMERSTR.;9;2
APOSTELNSTR.;18;2
APOSTELNSTR.;17-19;2
ADAMSSTR.;16;2
PAUL-NIESSEN-STR.;7;2
ADAMSSTR.;15;2
SCHEIBENSTR.;5;2
APOSTELNSTR.;13-15;2
APOSTELNSTR.;1-3;2
APOSTELNSTR.;11-13;2
PAUL-SCHALLÜCK-STR.;13;2
EIGELSTEIN;126;2
LORTZINGSTR.;47;2
KÖRNERSTR.;13;2
METHWEG;6-8;2
APOSTELNKLOSTER;7-11;2
LORTZINGSTR.;49;2
PAUL-SCHALLÜCK-STR.;27;2
KASINOSTR.;1-3;2
FRANZISKA-ANNEKE-STR.;1A-1B;2
FRIESENSTR.;63;2
HERDERSTR.;16;2
BONNER WALL;92;2
FABRICIUSSTR.;5;2
FRANZISKA-ANNEKE-STR.;1;2
APOSTELNKLOSTER;15-17;2
BONNER WALL;7-19;2
FRIESENSTR.;62;2
BONNER WALL;49;2
APOSTELNKLOSTER;1-3;2
APOSTELNKLOSTER;13;2
JOSEPHSTR.;58;2
APOSTELNKLOSTER;12-14A;2
IM KLAPPERHOF;52;2
PAULSTR.;16-18;2
PAULSTR.;19;2
APOSTELNKLOSTER;12-14;2
KÖRNERSTR.;32;2
AKAZIENWEG;56A;2
BONNER WALL;45;2
BONNER WALL;43;2
GILGAUSTR.;84;2
KÖRNERSTR.;37-39;2
APOLDAER WEG;6;2
APOLDAER WEG;2;2
GLEUELER STR.;69;2
KASPAR-DÜPPES-STR.;3-5;2
FABRICIUSSTR.;10;2
METZER STR.;17;2
KÖRNERSTR.;45-47;2
LOTHARSTR.;34;2
AKAZIENWEG;54B;2
ANTWERPENER STR.;59;2
LOTHARSTR.;38;2
LOTHARSTR.;40;2
FRIESENSTR.;58-60;2
PELLENZSTR.;19;2
LOTHARSTR.;7;2
FRANZ-HITZE-STR. PO;;2
LOTHRINGER STR.;1;2
ANTWERPENER STR.;53;2
ANTWERPENER STR.;50;2
ANTWERPENER STR.;42;2
DEELER WEG;5;2
METZER STR.;26;2
ADOLPHSTR.;52;2
EIGELSTEIN;118;2
DECKSTEINER STR.;8-10;2
ANTWERPENER STR.;34;2
ANTWERPENER STR.;33-35;2
PELLENZSTR.;37;2
ANTWERPENER STR.;28-32;2
RÖTTGENSWEG;16;2
FRANZ-HITZE-STR.;6;2
HÖNINGER WEG;253;2
ANTWERPENER STR.;20-22;2
GEMARKENSTR.;46;2
DECKSTEINER STR.;41-43;2
METZER STR.;37;2
GABELSBERGERSTR.;23-25;2
BONNER STR. PO;98;2
BONNER STR. PO;80;2
PENNINGSFELDER WEG;89;2
EIGELSTEIN;117-119;2
ANTON-TANNENBAUM-STR.;22;2
FRIESENSTR.;49-51;2
EIGELSTEIN;116;2
BONNER STR. PO;66;2
FRANZ-GREISS-STR.;2;2
PERLENPFUHL;25-27;2
LOTHRINGER STR.;19;2
FRIESENSTR.;49;2
ANTONSGASSE;14-16;2
PERLENPFUHL;6;2
KASPARSTR.;16;2
KORNRADENWEG;100;2
SCHINKELSTR.;13;2
EYTHSTR.;74-80;2
SCHEIDEMANNSTR.;18B;2
ANTONITERSTR.;8-10;2
LOTHRINGER STR.;24;2
DECKSTEINER STR.;18A;2
HÖNINGER WEG;255-257;2
BONNER STR. PO;51;2
FRANZ-GEUER-STR.;2-2A;2
KORNRADENWEG;1-33;2
MEVISSENSTR.;34;2
BONNER STR. PO;506;2
KASPARSTR.;19-21;2
ADAM-LINDEN-STR.;9;2
PETER-BAUER-STR.;10;2
MEVISSENSTR.;7;2
ANTONITERSTR.;12-16;2
BONNER STR. PO;48;2
BONNER STR. PO;47;2
ANTONITERSTR.;1;2
MEVISSENSTR.;;2
BONNER STR. PO;45;2
JÜLICHER STR.;11;2
KORNRADENWEG;98;2
BONNER STR. PO;3;2
LOTHRINGER STR.;39;2
HOCHSTADENSTR.;25;2
ANTONIASTR.;3-5;2
LOTHRINGER STR.;41;2
HÖNINGER WEG;259;2
ANTONIASTR.;1;2
DECHENSTR.;34;2
ANTON-ANTWEILER-STR.;22;2
FRIESENSTR.;47;2
EYTHSTR.;33;2
DECHENSTR.;28;2
KÖSENER WEG;11;2
KASPARSTR.;22-24;2
DAVERKUSENSTR.;9;2
MICHELSBERGSTR.;16-89;2
JÜLICHER STR.;17;2
EYTHSTR.;27;2
EYTHSTR.;23;2
MICHELSBERGSTR.;69;2
MICHELSBERGSTR.;81;2
BONNER STR.;9;2
EYTHSTR.;149;2
PETER-GRIESS-STR.;5-7;2
PETER-GRIESS-STR.;;2
PETER-HAGEN-STR.;1;2
AN ST.MAGDALENEN;13-15;2
KASPARSTR.;26;2
PETER-JOSEPH-SCHUMACHER-W;20;2
MIELENFORSTER KIRCHWEG;;2
GEREONSWALL;52;2
EIFELWALL;44-46;2
JÜLICHER STR.;18;2
EYTHSTR.;115;2
PETER-KÜTTER-WEG;15;2
MILTENBERGER STR.;3;2
DAUNER STR.;18;2
BONNER STR.;84-86;2
PETER-MICHELS-STR.;11;2
KOTTENFORSTSTR.;4;2
AN ST.MAGDALENEN;10-12;2
KOTTENFORSTSTR.;5;2
HERMANN-PÜNDER-STR.;1/3;2
FRIESENSTR.;31;2
HOCHSTADENSTR.;27;2
PETER-MICHELS-STR.;35;2
AN ST. KATHARINEN;4;2
FRANZ-GEUER-STR.;1-3;2
KASPARSTR.;43;2
HEUMARKT;61-63;2
AN ST. KATHARINEN;16;2
EIFELWALL;34;2
FRIESENSTR.;21-25;2
BONNER STR.;74;2
HOCHSTADENSTR.;29;2
PETER-MICHELS-STR.;86;2
LÖVENICHER WEG;2A;2
AKAZIENWEG;54A;2
EIFELWALL;32-34;2
SCHNURGASSE;37A;2
PETER-MIEBACH-WEG;15;2
KRATZWEG;110;2
LOVIS-CORINTH-STR.;;2
EWALDISTR.;4A;2
FRIESENSTR.;21-23/25;2
BONNER STR.;67/69;2
BONNER STR.;66;2
AN ST.ELISABETH;18;2
SCHNURGASSE;39;2
DASSELSTR.;8;2
EWALDISTR.;31;2
SANDGLÖCKCHENWEG;7;2
HÖNINGER WEG;283;2
KASPARSTR.;4A-6;2
AACHENER STR.;509;2
PETER-RÖSER-STR.;19-9;2
SCHNURGASSE;43-45;2
KRATZWEG;8;2
KRATZWEG;92;2
EIFELWALL;32;2
AN ST. AGATHA;37;2
ADOLPHSTR.;38-42;2
HEISTERBACHSTR.;15;2
FRANZ-CLOUTH-STR.;5;2
PETER-RÖSER-STR.;9;2
AN ST. AGATHA;36-38;2
AN ST. AGATHA;35;2
JÜLICHER STR.;30;2
LÜBECKER STR.;17;2
JÜLICHER STR.;31;2
KASPARSTR.;6-4A;2
EIFELWALL;28A;2
AN ST.AGATHA;;2
MITTELSTR.;18;2
AN ST.AGATHA;39;2
HEUMARKT;62;2
BONNER STR.;506D;2
AACHENER STR.;508-510;2
AN ST.AGATHA;37;2
PETERSBERGSTR.;23;2
PETERSBERGSTR.;24;2
EIFELWALL;28;2
BONNER STR.;506A;2
AN ST.AGATHA;31-33;2
LÜBECKER STR.;3;2
KASPARSTR.;7-11;2
BONNER STR.;50-52;2
AN ST.AGATHA;27-29;2
BONNER STR.;503;2
EWALDISTR.;18;2
PETERSBERGSTR.;48;2
FRIESENSTR.;21-23;2
LÜBECKER STR.;7;2
RUPERTUSSTR.;15-19;2
BONNER STR.;4/6;2
PETERSBERGSTR.;53-55;2
PETERSBERGSTR.;55;2
LÜBECKER STR.;9;2
DASSELSTR.;60-62;2
EWALDISTR.;13;2
PETERSBERGSTR.;59;2
PETERSBERGSTR.;61;2
DASSELSTR.;47;2
ANSBACHER STR.;32;2
PETERSBERGSTR.;69;2
IM MEDIAPARK;1;2
BONNER STR.;42-44;2
PETERSBERGSTR.;75;2
GEREONSWALL;47;2
ANSBACHER STR.;29-31;2
KREFELDER STR.;103;2
IM MEDIAPARK;12;2
BONNER STR.;407;2
IM MEDIAPARK;13;2
IM MEDIAPARK;14;2
HOHENZOLLERNRING;99-101;2
ALARICHSTR.;57;2
MITTELSTR.;3-5;2
DASSELSTR.;2-4;2
MITTELSTR.;36-38;2
JÜLICHER STR.;6-8;2
PETERSENSTR.;48;2
PETERSENSTR.;7;2
PETERSENSTR.;;2
RUBENSSTR.;36-38;2
MITTELSTR.;38/40;2
HEINESTR.;25;2
LÜBECKER STR. WE;6/8;2
JÜLICHER STR.;8-10;2
BONNER STR.;34-36;2
BONNER STR.;337;2
AACHENER STR.;503-505;2
LUCAS-CRANACH-STR.;10-12;2
BONNER STR.;324;2
BONNER STR.;323;2
EIFELSTR.;60;2
PETERSTR.;1/3;2
KASSELER STR.;16;2
HOCHSTADENSTR.;34A;2
KASSELER STR.;22;2
BONNER STR.;305;2
JULIO-GOSLAR-STR.;4;2
ANNOSTR.;94-96;2
EIFELSTR.;2A;2
LUCASSTR.;;2
PETERSTR.;17/21;2
ANNOSTR.;88-90;2
ANNOSTR.;88;2
KASSELER STR.;27;2
HERMANN-STEHR-STR.;5;2
LÜDERICHSTR.;10;2
FRANKSTR. RO;11A;2
ANNOSTR.;84-84A;2
JULIUSSTR.;1;2
ANNOSTR.;82-84;2
IMMEKEPPELER STR.;7;2
RURSTR.;44;2
ANNOSTR.;76-78;2
ANNOSTR.;54/56;2
MITTELSTR.;9-11;2
AACHENER STR.;501;2
ANNOSTR.;50-52;2
LÜDERICHSTR.;14;2
SCHNURGASSE;76-76B;2
LÜDERICHSTR.;14-16;2
SCHWEINHEIMER STR.;41;2
HOCHSTADENSTR.;4-6;2
ANNOSTR.;49B;2
KATHARINA-HENOT-STR.;2;2
MITTELSTR. PO;;2
ANNOSTR.;49A;2
MITTELSTR. RO;20;2
SCHEIDTWEILERSTR.;17-19;2
GLEUELER STR.;192;2
EIFELSTR.;25;2
ANNOSTR.;39;2
DASSELSTR.;12;2
PETER-STÜHLEN-STR.;102-104;2
MODEMANNSTR.;2;2
PETER-STÜHLEN-STR.;104;2
ALARICHSTR.;18/20;2
KREFELDER STR.;5-9;2
AACHENER STR.;49-51;2
GEROLSTEINER STR.;91;2
MODEMANNSTR.;25;2
DASSELSTR.;10;2
PETER-STÜHLEN-STR.;112-114;2
PETER-STÜHLEN-STR.;113;2
LÜDERICHSTR.;31;2
GABELSBERGERSTR.;13;2
ADOLPHSTR.;38/40;2
ANNOSTR.;37A-37C;2
BONNER STR.;284;2
MÖHLSTR.;13;2
LÜDERICHSTR.;3-5;2
PETER-STÜHLEN-STR.;125;2
ANNOSTR.;35;2
DARMSTÄDTER STR.;9;2
RUPERTUSSTR.;17-19;2
SCHÖNHAUSER STR.;19;2
HEUMARKT;65-67;2
ADAM-LINDEN-STR.;17-19;2
ANNOSTR.;27-31;2
JUNGBERGERSTR.;22;2
JUNGBERGERSTR.;9;2
PETER-STÜHLEN-STR.;25;2
FRANKSTR.;4;2
ALEXIANERSTR.;27-33;2
JUNGBLUTHGASSE;15-17;2
HERMESGASSE;107;2
DARMSTÄDTER STR.;7;2
HÖNINGER WEG;61;2
EVERHARDSTR.;61-63;2
EIFELPLATZ;40;2
BONNER STR.;281;2
DARMSTÄDTER STR.;3;2
ANNOSTR.;19-21;2
HÖNINGER WEG;62;2
JUNGBLUTHGASSE;4;2
JUNGBLUTHGASSE;7;2
PETER-VON-FLIESTEDEN-STR.;11-13;2
LUDOLF-CAMPHAUSEN-STR.;11;2
HERMESGASSE;124;2
HEISTERBACHSTR.;22;2
MOHRENSTR.;1-3/5;2
FYGEN-LÜTZENKIRCHEN-STR.;;2
HÖNINGER WEG;69;2
MOHRENSTR.;1-5;2
PETER-VON-FLIESTEDEN-STR.;7;2
DARMSTÄDTER STR.;15;2
LUDOLF-CAMPHAUSEN-STR.;18-24;2
PETER-WELTER-PLATZ;1-3;2
GLEUELER STR.;61;2
ADAM-LINDEN-STR.;17;2
KREFELDER WALL;17-19;2
KÄTHE-KERNCHEN-STR.;65;2
PETTENKOFERSTR.;2;2
PETTENKOFERSTR.;6;2
JUNGBLUTHSTR.;;2
KÄTHE-KERNCHEN-STR.;69;2
BONNER STR.;240-242;2
MOHRENSTR.;20-22;2
BONNER STR.;240;2
KÄTHE-KERNCHEN-STR.;71;2
BONNER STR.;236;2
GLASSTR. PO;50;2
DARMSTÄDTER STR.;14;2
SANDWEG;11;2
LUDOLF-CAMPHAUSEN-STR.;33;2
ANNASTR.;77;2
MOHRENSTR.;3;2
PFAFFENPFÄDCHEN;9;2
KREFELDER WALL;2-4;2
ANNASTR.;74;2
HÖNINGER WEG;99;2
KÄTHE-KOLLWITZ-STR. ES;41;2
MOHRENSTR.;35-37;2
BONNER STR.;227;2
GEREONSWALL;23;2
LUDOLF-CAMPHAUSEN-STR.;36B;2
MOHRENSTR.;39;2
PFÄLZER STR.;17;2
KÄTHE-PAULUS-STR.;148;2
PFÄLZER STR.;18-20;2
BONNER STR.;215;2
HÖFESTR.;18-16;2
ANNASTR.;57;2
GLEUELER STR.;57-59;2
LUDOLF-CAMPHAUSEN-STR.;39;2
KREFELDER WALL;30;2
BONNER STR.;20B;2
BONNER STR.;20/22;2
BONNER STR.;19-21;2
FRANKSTR.;11-15;2
PFÄLZER STR.;1E;2
BONNER STR.;18-20;2
EICHSTR.;41-43;2
MOLDAUSTR.;19;2
MOLDAUSTR.;19-21;2
BONNER STR.;16-18;2
BONNER STR.;15/17;2
EICHSTR.;37;2
AN LYSKIRCHEN;3;2
PFÄLZER STR.;21;2
KREFELDER WALL;34;2
BONNER STR.;14-16;2
AN LYSKIRCHEN;13-19;2
ANKERSTR.;9;2
KÄTHE-PAULUS-STR.;94;2
PFÄLZER STR.;27-29;2
BONNER STR.;14;2
MOLLWITZSTR.;1/3;2
ANKERSTR.;21/23;2
PFÄLZER STR.;32-34;2
ANKERSTR.;19;2
LUDOLF-CAMPHAUSEN-STR.;B28;2
KÄTHE-PAULUS-STR.;94-118;2
PFÄLZER STR.;36;2
AACHENER STR.;1209;2
MOLLWITZSTR.;4;2
FRANKSTR.;11;2
JÜSSENSTR.;1;2
BONNER STR.;10-12;2
PFÄLZER STR.;54-56;2
FUSSFALLSTR.;36-38;2
DANZIGER STR. WE;17;2
KÄTHE-SCHLECHTER-STR.;1A;2
DANZIGER STR. WE;16;2
KÄTHE-SCHLECHTER-STR.;1A-1B;2
LUDWIG-GIES-STR.;10-18;2
HOHE PFORTE;27-29;2
HEINRICH-ZILLE-STR.;25;2
AKAZIENWEG;52;2
FRANKLINSTR.;10;2
ANISWEG;28;2
JUSTINIANSTR.;13-15;2
ANISWEG;24;2
EVERHARDSTR.;58;2
DANZIGER STR. PO;24;2
ANISWEG;10;2
DANZIERSTR.;SCHULE;2
PFARRIUSSTR.;13;2
JUSTINIANSTR.;16;2
LUDWIG-GIES-STR.;1 B;2
AN GROSS ST.MARTIN;7;2
BONNER LANDSTR.;469;2
PFEILSTR.;13;2
PFEILSTR.;13-15;2
AN GROSS ST.MARTIN;10;2
DANZIERSTR.;49-51;2
MOLTKESTR.;129-131;2
BONIFAZSTR.;;2
KREFELDER WALL;8;2
EVERHARDSTR.;56;2
LUDWIG-GIES-STR.;3;2
SEBASTIANSTR.;131;2
KREFELDER WALL;95;2
HONSCHAFTSSTR.;220;2
RUDOLF-BREITSCHEID-STR.;19;2
EICHSTR.;12;2
KREMENTZSTR.;10;2
FUSSFALLSTR.;36;2
HÖFESTR.;25;2
LUDWIG-HEINRICH-STR.;118;2
KREMENTZSTR.;14;2
BONIFAZSTR.;1;2
FRANKFURTER STR. PO;718;2
EVERHARDSTR.;51;2
EVERHARDSTR.;45;2
KREMENTZSTR.;17;2
FRANKFURTER STR. PO;714;2
PFEILSTR.;28/32;2
ANDREAESTR.;9-11;2
KAESENSTR.;10-12;2
PFEILSTR.;31-33;2
AACHENER STR.;47-49;2
KÄULCHENSWEG;37/39;2
HONSCHAFTSSTR.;295;2
BONHOEFFERSTR.;13;2
HERMESKEILER PLATZ;;2
KÄULCHENSWEG;44;2
KAESENSTR.;13;2
BOLZENGASSE;4;2
PFEILSTR.;37;2
MOLTKESTR.;44-46;2
LUDWIG-JAHN-STR. WE;20;2
HONSCHAFTSSTR.;298;2
IM OBERDORF;7-9;2
EVERGERSTR.;3;2
FRIEDRICHSTR. PO;51;2
LUDWIG-JAHN-STR. WE;54/56;2
PFEILSTR.;47/49;2
KREMENTZSTR.;5;2
LUDWIG-JAHN-STR. WE;56-58;2
PFEILSTR.;49-53;2
HÖFESTR.;31;2
GLASSTR. PO;42;2
PFEILSTR.;51-53;2
LUDWIG-JAHN-STR. WE;64;2
EVERGERSTR.;10;2
SACHSENRING;25;2
GLEUELER STR.;215;2
LUDWIG-QUIDDE-PLATZ;12;2
KREMENTZSTR.;9;2
FRANKFURTER STR. PO;541;2
LUDWIG-QUIDDE-PLATZ;16;2
PFITZNERSTR.;2 A;2
GEROLSTEINER STR.;77;2
DANZIERSTR.;107;2
GEREONSWALL;22;2
PHILIPP-RÖHL-STR.;5;2
PHILIPPSTR.;10-12;2
PHILIPPSTR.;14;2
KRETZERSTR.;12;2
PHILIPPSTR.;2-8;2
EUSKIRCHENER STR.;72;2
DANZIERSTR.;105;2
AN DER WACHSFABRIK;1-3;2
LUDWIG-QUIDDE-PLATZ;23;2
HONSCHAFTSSTR.;333;2
KAESENSTR.;24;2
PHILIPPSTR.;40;2
PHILIPPSTR.;44A;2
BOLTENSTERNSTR.;116;2
PHILIPPSTR.;45;2
AN DER SPARKASSE;;2
SEBASTIANSTR.;224;2
KAESENSTR.;25;2
MOLTKESTR.;73-71;2
LUDWIG-QUIDDE-PLATZ;41;2
MOLTKESTR.;73/75;2
SCHIRMERSTR.;38;2
KAESENSTR.;26;2
GILGAUSTR.;42;2
PHILIPPSTR.;54;2
GELSENKIRCHENER STR.;2;2
HERMESKEILER STR.;13;2
DANKWARTWEG;;2
AACHENER STR.;197-199;2
MOLTKESTR.;77A;2
AGRIPPINAUFER;8;2
BOISSEREESTR.;6;2
BOISSEREESTR.;5;2
KRETZERSTR.;5-7;2
KRETZERSTR.;8;2
LUDWIG-RONIG-STR.;4;2
KAUTSCHUKSTRASSE;6;2
LUDWIG-RONIG-STR.;8;2
AACHENER STR.;451-449;2
DAMIANSWEG;BAUSTELLE;2
ALARICHSTR.;15-15A;2
BOISSEREESTR.;10;2
PHILIPP-ZORN-STR.;10;2
KAESENSTR.;4;2
SCHÖNHAUSER STR.;70;2
MOLTKESTR.;82-86;2
KAESENSTR.;5;2
AN DER RECHTSCHULE;7;2
KAYGASSE;7;2
PHILIPP-ZORN-STR.;;2
EICHENDORFFSTR.;23;2
SCHÖNHAUSER STR.;74;2
PICCOLOMINISTR.;264;2
HOPFENSTR.;22;2
HOHE STR.;104-106;2
HOHE STR.;105-107;2
DAMIANSWEG;49;2
LUDWIGSHAFER STR.;2;2
PICCOLOMINISTR.;291A;2
KREUTZERSTR.;5-7;2
DAMIANSWEG;2;2
SACHSENRING;29/31;2
BODESTR.;1;2
LUDWIGSTR.;13;2
KEIMERGASSE;;2
MOLTKESTR.;97-99;2
IM SIONSTAL;1;2
AN DER PULVERMÜHLE;33;2
DAMIANSWEG;1;2
PICCOLOMINISTR.;310;2
PICCOLOMINISTR.;315-319;2
PICCOLOMINISTR.;316;2
EHRESHOVER STR.;;2
EHRESHOVER STR.;12;2
PICCOLOMINISTR.;325;2
PICCOLOMINISTR.;326;2
BODENHEIMERSTR.;22;2
FRANKFURTER STR. PO;509;2
EHRENSTR.;96;2
BODENHEIMERSTR.;16;2
IM SIONSTAL;11;2
IM SIONSTAL;12;2
EUSKIRCHENER STR.;26;2
KEIMESSTR.;14A;2
SANDWEG;5;2
HERDERSTR.;45-47;2
EUSKIRCHENER STR.;19-21;2
PICCOLOMINISTR.;504;2
EUSKIRCHENER STR.;18-20;2
DAIMLERSTR.;7;2
GEROLSTEINER STR.;7;2
AN DER PULVERMÜHLE;1;2
EHRENSTR.;79/81;2
PICCOLOMINISTR.;589;2
DAHLIENWEG;;2
MOLTKESTR. WE;8;2
MOLTKESTR. WE;;2
HIBISKUSWEG;10-12;2
KREUZGASSE;4;2
EUSKIRCHENER STR.;16-18;2
KEIMESSTR.;25;2
EUSKIRCHENER STR.;16;2
EUSKIRCHENER STR.;14-16;2
PIONIERSTR.;2;2
AN DER MÜNZE;6-8;2
AN DER MÜNZE;12-18;2
MOMMSENSTR.;140;2
MOMMSENSTR.;142;2
AN DER MÜNZE;11;2
KREUZNACHER STR.;19;2
PIPINSTR.;12/14;2
LUISENWEG;;2
KREUZNACHER STR.;21;2
HOPFENSTR.;40-48;2
MOMMSENSTR.;168;2
MOMMSENSTR.;18;2
DAGOBERTSTR.;63/65;2
DAGOBERTSTR.;57;2
LUKASSTR.;10/12;2
KREUZNACHER STR.;25;2
EHRENSTR.;74-78;2
PIROLWEG;;2
PIUSSTR.;1;2
BODENDORFER STR.;2;2
AN DER MALZMÜHLE;5;2
MOMMSENSTR.;30;2
PIUSSTR.;12;2
AN DER LINDE;;2
LUKASSTR.;12-14;2
PIUSSTR.;13;2
KEIMESSTR.;30;2
HOHE STR.;12-14;2
KREUZNACHER STR.;49;2
MOMMSENSTR.;44;2
DAGOBERTSTR.;35;2
MOMMSENSTR.;49;2
HERDERSTR.;49;2
LUKASSTR.;16-18;2
MOMMSENSTR.;68;2
PIUSSTR.;18;2
LUKASSTR.;16A-16D;2
EUROPARING;94;2
AN DER LENZWIESE;4;2
KREUZNACHER STR.;57;2
PIUSSTR.;2A;2
IM SIONSTAL;17;2
KREUZNACHER STR.;67;2
FURTHER STR.;;2
BÖCKLINSTR.;;2
DAGOBERTSTR.;32-34;2
HERMESKEILER STR.;17;2
KEIMESSTR.;;2
AN DER KRANZMAAR;15;2
KEKULESTR.;;2
EHRENSTR.;73-75;2
EUROPARING;41;2
DAGOBERTSTR.;26;2
DAGOBERTSTR.;24-26;2
GEROLSTEINER STR.;61;2
GEROLSTEINER STR.;59;2
EHRENSTR.;71;2
AN DER KEMPERWIESE;3-3A;2
HOPFENSTR.;8;2
AN DER KEMPERWIESE;2B;2
DÄDALUSRING;56;2
LUKASSTR.;4-6;2
IM SIONSTAL;27;2
BÖCKINGSTR.;56;2
EHRENSTR.;66-68;2
AN DER KEMPERWIESE;11;2
AACHENER STR.;446;2
BÖCKINGSTR.;52;2
DÄDALUSRING;38;2
MONTABAURER WEG;;2
KRIELER STR.;101-103;2
PIUSSTR.;74-76;2
EHRENSTR.;57-59;2
AN DER JOCH;3;2
KRIELER STR.;13;2
PIUSSTR.;78-80;2
AN DER FLORA;25;2
MONTANUSSTR.;105-107;2
ALARICHSTR.;52-54;2
AN DER FLORA;13;2
LUKASSTR.;8-10;2
IM SIONSTAL;4;2
LÜLSDORFER STR.;122;2
HOFMANNSTR.;2;2
PLANCKSTR.;13;2
FÜRST-PÜCKLER-STR.;80-82;2
KEMPENER STR.;1;2
AN DER EICHE;5-7;2
HOPPERSHEIDER WEG;13;2
BÖCKINGSTR.;20-22;2
DÄDALUSRING;28;2
RURSTR.;9;2
SCHÖNSTEINSTR.;11L23;2
AACHENER STR.;445;2
GILGAUSTR.;30;2
KRIELER STR.;58;2
GEREONSWALL;17;2
FRANKFURTER STR. PO;272;2
FRIEDRICHSTR. PO;15-19;2
KRIELER STR.;64-66;2
FRIEDRICHSTR. PO;14-16;2
MONTANUSSTR.;24;2
MONTANUSSTR.;28;2
BOCHUMER STR. PO;5;2
FÜRST-PÜCKLER-STR.;70;2
AN DER DRÄNK;;2
BOCHUMER STR. PO;14;2
EUROPARING;22;2
DABRINGHAUSER STR.;;2
KRIELER STR.;68;2
BOCHUMER STR.;7;2
ADOLPHSTR.;33;2
SANDWEG;9;2
BOCHUMER STR.;3;2
BOCHUMER STR.;10;2
IM STAVENHOF;12;2
CUSTODISSTR.;8/10;2
AN DER BOTTMÜHLE;9-11;2
AN DER BOTTMÜHLE;8-10;2
PLATENSTR.;15-17;2
EUROPARING;21;2
PLATENSTR.;2;2
PLATENSTR.;20;2
EUROPARING;20;2
PLATENSTR.;24;2
KRIELER STR.;92;2
CUSTODISSTR.;2/4;2
HERMESKEILER STR.;2;2
MONTANUSSTR.;6;2
CUSTODISSTR.;1B-17;2
PLATENSTR.;32;2
HORNSTR.;94;2
MONTANUSSTR.;69;2
KAISER-WILHELM-RING;12;2
PLATENSTR.;40;2
BOBSTR.;2-4;2
HORNSTR.;96;2
FRANKFURTER STR. PO;240;2
KRIEMHILDPLATZ;12;2
CUSTODISSTR.;1A/1B;2
EUROPARING;11-15;2
MONTANUSSTR.;73;2
SCHEIDTWEILERSTR.;97;2
FÜRST-PÜCKLER-STR.;66;2
CUSTODISSTR.;14/16;2
KEMPENER STR.;129;2
KRIEMHILDPLATZ;22;2
HOHE STR.;18-22;2
KRIEMHILDPLATZ;4-6;2
MONTANUSSTR.;85;2
AN DER BOTTMÜHLE;11/13;2
IM STAVENHOF;;2
LUPUSSTR.;12;2
AN DER BOTTMÜHLE;10-12;2
PLINIUSSTR.;11;2
FRIEDRICHSTR. PO;12-10;2
BÖBLINGER STR.;22;2
CUSTODISSTR.;1-1A;2
HORSTSTR.;10;2
BÖBLINGER STR.;16;2
BÖBLINGER STR.;14-16;2
AN DER BASTION;11/13;2
HORSTSTR.;12;2
AN DER BASILIKA ST.SEVERI;8-10;2
SAUERBRUCHSTR.;23;2
FRANKFURTER STR. PO;19;2
POHLSTADTSWEG;436;2
POHLSTADTSWEG;448;2
BLUMENTHALSTR.;95;2
MONTANUSSTR.;97-97A;2
POLLER HAUPTSTR.;17;2
POLLER HAUPTSTR.;20-22;2
LUPUSSTR.;24-26;2
POLLER HAUPTSTR.;22-24;2
LUPUSSTR.;25-27;2
BLUMENTHALSTR.;87;2
GELSENKIRCHENER STR.;13;2
MONTESSORISTR.;17;2
POLLER HAUPTSTR.;31;2
IM URBACHER FELD;;2
AN DER ALTEN POST;19-21;2
FRIEDRICHSTR.;6;2
MONTESSORISTR.;53;2
HERDERSTR.;52;2
KAISER-WILHELM-RING;21;2
BLUMENTHALSTR.;7-9;2
LUPUSSTR.;35;2
POLLER HAUPTSTR.;46 A;2
KRINGSWEG;16-18;2
POLLER HAUPTSTR.;55;2
MOORSLEDESTR.;;2
LUPUSSTR.;38;2
LUPUSSTR.;41;2
MORBACHER STR.;24;2
CUSANUSSTR.;16;2
HOHE STR.;30;2
ADOLPHSTR.;27-29;2
HOHE STR.;4-8;2
LUPUSSTR.;79;2
AN DEN MAIEN;;2
POLLER KIRCHWEG;120/122;2
MORGENGRABEN;;2
BLUMENTHALSTR.;70;2
POLLER KIRCHWEG;124;2
BLUMENTHALSTR.;68;2
FÜRST-PÜCKLER-STR.;61;2
BLUMENTHALSTR.;64;2
