strasse;hausnummer;anzahl bussgelder
HANS-WILLY-MERTENS-STR.;2;102
HASELNUSSWEG;28;102
SEVERINSWALL;43;102
VENLOER STR.;177;102
WALDECKER STR.;;102
WICHTERICHSTR.;;101
UNTER KRAHNENBÄUMEN;;101
PFEILSTR.;46;101
MITTELSTR.;38;101
NEUKÖLLNER STR.;6;101
SCHADOWSTR.;;101
APOSTELNSTR.;6;101
BRABANTER STR.;19;101
LÜBECKER STR. WE;2;101
JAKOBSTR.;56;101
HESSHOFSTR.;;101
GYRHOFSTR.;;101
AN DEN DOMINIKANERN;6-8;101
GOLTSTEINSTR.;88;100
BRÜCKENSTR. RO;106;100
DR.-SIMONS-STR.;;100
RUDOLFPLATZ;;100
BARDENHEUERSTR.;;100
MAARWEG;13;100
USINGERSTR.;;100
WALDSTR.;;99
PALMSTR.;31-33;99
LINDENSTR.;1;99
LUXEMBURGER STR.;240;99
PETERSBERGSTR.;1-3;99
BERTHA-SANDER-STR.;16;99
BERGISCHER RING;;99
APOSTELNSTR.;12;99
MANTEUFFELSTR.;7;98
HANSARING;100;98
LUDWIGSTR.;;98
NEUHÖFFERSTR.;32;98
NEUSSER STR.;228;98
BODENDORFER STR.;5;98
NEUSSER STR.;315;98
NEUSSER STR.;271;98
RIEHLER GÜRTEL;2;98
FOLLERSTR.;;98
EVERHARDSTR.;67;98
NEUSSER STR.;39;98
MARTIN-LUTHER-PLATZ;;98
TEUTOBURGER STR.;33;98
TENKTERERSTR.;4;98
WEYERSTR.;108;98
VOLPERTUSSTR.;;98
VOGELSANGER STR.;385A;97
ZÜLPICHER STR.;321;97
ZÜLPICHER STR.;46;97
STOCKHOLMER ALLEE;19;97
SEVERINSWALL;2;97
JAKOBSTR.;2;97
SAALESTR.;;97
CRANACHSTR.;9;97
HÖNINGER WEG;;97
ERNST-WILHELM-NAY-STR.;17;97
MARIENSTR.;12;97
BARBARASTR. RO;5-9;97
KARLSTR. PO;16-18;97
LANDMANNSTR.;12;97
LEGIENSTR.;9;97
LOKOMOTIVSTR.;66;97
FRANKFURTER STR.;38;97
NEVEN-DU MONT-STR.;5;97
IM FALKENHORST;8;96
ATHENER RING;;96
EUSKIRCHENER STR.;;96
AM HOF;;96
NEUSSER STR.;33;96
KREUTZERSTR.;12;96
NEUSSER STR.;252;96
MARTHA-MENSE-STR.;1;96
ERZBERGERPLATZ;;96
AM ROSENHOF;6;96
CONSTANTINSTR.;102;96
VENLOER STR.;227-231;96
THEODOR-BABILON-STR.;1-3;96
WARTBURGSTR.;11;96
ZUGWEG;;95
VENLOER WALL;19;95
THIEBOLDSGASSE;136;95
NEUSSER STR.;35;95
HANSARING;49-51;95
NEUSSER STR.;219;95
HOHENZOLLERNRING;85-87;95
GUSTAV-RADBRUCH-STR.;1;95
ALEMANNENSTR.;;95
GARTHESTR.;16;95
KAPITELSTR.;14;95
MEISTER-EKKEHART-STR.;5;95
NONNENWERTHSTR.;;95
SCHNEEBERGSTR.;;95
EICHSTR.;48;95
BAUDRIPLATZ;12;95
ERNA-SCHEFFLER-STR.;3;94
AGRIPPASTR.;1-5;94
AM RINKENPFUHL;53;94
BLAUBACH;9;94
LÜDERICHSTR.;;94
MANTEUFFELSTR.;2;94
LINDENSTR.;;94
BUSCHFELDSTR.;;94
KEMPENER STR.;36;94
BONNER WALL;7;94
EMMERICHER STR.;;94
NEUSSER STR.;30-32;94
RICHARTZSTR.;10;94
DÜRENER STR.;;94
LOHMARER STR.;;94
NEUSSER STR.;14;94
AM BOTANISCHEN GARTEN;;94
SCHAEVENSTR.;1A;94
LIEGNITZSTR.;7;94
WILHELMSTR.;53;94
WERTHMANNSTR.;22;94
WILHELMSTR. RO;;94
GÜRZENICHSTR.;;93
HAHNENSTR.;37;93
LEUTHENSTR.;23;93
KEPLERSTR.;;93
BURGMAUER;8;93
KAMEKESTR.;3;93
HASELBERGSTR.;;93
CORNELIUSSTR.;;93
GYRHOFSTR.;8B;93
BIBERSTR.;;93
EVERHARDSTR.;61;93
NEUSSER STR.;54;93
NEUSSER STR.;190-192;93
KUPFERGASSE;6-8;93
BAHNHOFSVORPLATZ;;93
KRONENGASSE;25;93
BERGISCH GLADBACHER STR.;597;93
FRANKFURTER STR.;19;93
NEUSSER STR.;188;93
GUSTAV-RADBRUCH-STR.;6;92
GRASNELKENWEG;26;92
RHODIUSSTR.;;92
HÄUSCHENSWEG;;92
DOMSTR.;55-73;92
OFFENBACHPLATZ;3;92
FÜRST-PÜCKLER-STR.;;92
BONNER WALL;5;92
THERESIENSTR.;69;92
VIERSENER STR.;;92
TEUTONENSTR.;;91
ZEHNTHOFSTR.;61;91
TAUNUSPLATZ;;91
UNKELSHOF;2B;91
STADTWALDGÜRTEL;15;91
SEVERINSTR.;83-85;91
THEODOR-HEUSS-RING;7;91
KERPENER STR.;9;91
HOHENZOLLERNRING;58;91
GRAEFFSTR.;30;91
AACHENER STR.;1208;91
GUDRUNSTR. RO;15;91
OSTLANDSTR.;45;91
KARL-SCHWERING-PLATZ;;91
KEMPENER STR.;139;91
GROSSE TELEGRAPHENSTR.;4;91
MAYBACHSTR.;32;91
MAYBACHSTR.;48A;91
GOTENRING;8;90
RICHARD-WAGNER-STR.;49;90
HANSARING;53-59;90
GRASNELKENWEG;12;90
BERTRAMSTR.;;90
BERGISCH GLADBACHER STR.;599;90
PAUL-SCHALLÜCK-STR.;6;90
BOBSTR.;;90
IM KLAPPERHOF;;90
GRAEFFSTR.;14;90
WEYERSTR.;96;90
SILVANSTR.;;89
WALDSTR.;21A;89
VENLOER STR.;234;89
SEDANSTR.;10-16;89
BERNHARD-LETTERHAUS-STR.;2;89
NEUSSER STR.;309;89
NEUSSER STR.;63;89
IM FERKULUM;34;89
GLADBACHER WALL;;89
KAROLINGERRING;2;89
NEUSSER STR.;213;89
FRIEDRICH-SCHMIDT-STR.;40B;89
GRASEGGERSTR.;65;88
KLINGELPÜTZ;;88
NEUHÖFFERSTR.;;88
RICHARD-WAGNER-STR.;27;88
SCHAEVENSTR.;;88
BIRRESBORNER STR.;;88
FALCKENSTEINSTR.;;88
MOLTKESTR.;32;88
FRIESENWALL;29;88
HANSARING;45-47;88
PETER-STÜHLEN-STR.;;88
KALKER HAUPTSTR.;130;88
ESENBECKSTR.;;88
FLORENZER STR.;82;88
LEIPZIGER PLATZ;;88
OBERLÄNDER WALL;16-22;88
ALBERTUSSTR.;;88
KUNIBERTSGASSE;10;88
IM DAU;16;88
BRÜSSELER STR.;40-42;88
GOLTSTEINSTR.;90;88
HELENENSTR.;13;88
LANDGRAFENSTR.;;88
VENLOER WALL;13;88
VENLOER STR.;425B;88
SINZIGER STR.;6;88
SUDERMANSTR.;7-9;87
WEYERSTR.;77;87
VIERSENER STR.;10;87
STAMMSTR.;97B;87
SUBBELRATHER STR.;255;87
ZÜLPICHER STR.;317;87
NEUSSER STR.;300;87
DEUTZER FREIHEIT;98;87
ROONSTR.;;87
GEREONSTR.;43-65;87
NEUSSER STR.;226;87
ILMENAUER WEG;;87
ALTENHOFSTR.;;87
EINTRACHTSTR.;;87
CÄCILIENSTR.;2;87
AN DER MÜNZE;2-4;86
EDENKOBENER STR.;;86
ISABELLENSTR.;1;86
HEIDELBERGER STR.;;86
IM FALKENHORST;6;86
GROSSE BRINKGASSE;2-4;86
FRANZ-GEUER-STR.;;86
KIRCHSTR. RO;5;86
BISMARCKSTR.;49;86
DEUTZER FREIHEIT;100;86
GRAEFFSTR.;2;86
LUDWIG-QUIDDE-PLATZ;18;86
KLETTENBERGGÜRTEL;79;86
PETERSTR.;23-25;86
GUTENBERGSTR.;19;86
KOMÖDIENSTR.;39;86
DIESELSTR.;;86
HELENENSTR.;;86
URBACHER WEG PO;19;86
WOENSAMSTR.;;86
STOCKHOLMER ALLEE;25;86
UNKELSHOF;2A;85
TIEFENTALSTR.;31;85
VENLOER STR.;202;85
WERKSTATTSTR.;46;85
ZÜLPICHER STR.;5;85
ZÜLPICHER STR.;48;85
NEUSSER STR.;303;85
BERNHARD-LETTERHAUS-STR.;4;85
ANNASTR.;75;85
HOLSTEINSTR.;;85
MOLTKESTR.;56;85
KAROLINGERRING;4-6;85
MOLTKESTR.;25;85
MAYBACHSTR.;48B;85
PETERSTR.;27;85
ELISABETH-BREUER-STR.;;85
ALTER MARKT;;85
APPELLHOFPLATZ;3/5;85
CÄCILIENSTR.;46;85
PALMSTR.;31;84
BRAUNSTR.;30;84
POSTSTR.;47;84
OSTLANDSTR.;51;84
EMIL-SCHREITERER-PLATZ;6;84
NEUSSER STR.;200;84
ADALBERTSTR.;8;84
BISMARCKSTR.;68;84
NEUSSER STR.;296-298;84
NEUSSER STR.;41;84
BREUERSTR.;41;84
BÜDERICHER STR.;2;84
PALMSTR.;47;84
ST.-APERN-STR.;;84
ZÜLPICHER STR.;319;84
SUBBELRATHER STR.;392B;84
YITZHAK-RABIN-PLATZ;;84
TIEFENTALSTR.;;84
VENLOER STR.;325;83
THERESIENSTR.;;83
UNIVERSITÄTSSTR.;69;83
TACITUSSTR.;;83
ZÜLPICHER STR.;1;83
VENLOER STR.;250;83
KAPITELSTR.;16;83
ANTONITERSTR.;10;83
KEMPENER STR.;34;83
MEROWINGERSTR.;41;83
KUTHSTR.;;83
NEUSSER STR.;4;83
MITTELSTR.;7;83
SALZSTR.;;83
LUNGENGASSE;;83
NEUE MAASTRICHTER STR.;21;83
EULENBERGSTR.;2;83
BRAUNSTR.;;83
BERTHA-SANDER-STR.;5;83
GOLDGASSE;2;83
PETERSTR.;9;83
BOCHUMER STR.;2;83
RENNEBERGSTR.;1;82
CUSTODISSTR.;10;82
DORTMUNDER STR.;;82
OSTHEIMER STR.;;82
MÜNCHENER STR.;12;82
KAPITELSTR.;20;82
MÜNCHENER STR.;;82
MAURITIUSSTEINWEG;53-57;82
NEUSSER STR.;71;82
NEUSSER STR.;306;82
KASPARSTR.;9-11;82
GRAEFFSTR.;6;82
NEUSSER STR.;223;82
NEUSSER STR.;52;82
MERTENER STR.;;82
AM VORGEBIRGSTOR;17;82
FRIESENWALL;45-47;82
WEIDENGASSE;4;82
THIELENSTR.;;82
SPICHERNSTR.;2;82
THIEBOLDSGASSE;105;82
VOCHEMER STR.;;82
VOGELSANGER STR.;280A;81
STRASSBURGER PLATZ;;81
SIEBACHSTR.;119;81
VENLOER STR.;530;81
DEUTZER FREIHEIT;51;81
NEUSSER STR.;10;81
KIELER STR.;;81
MÜLLERGASSE;;81
ALEXIANERSTR.;;81
MAURITIUSKIRCHPLATZ;9;81
REMSCHEIDER STR.;72;81
REGASTR.;;81
GILGAUSTR.;;81
HOLLWEGHSTR.;21;81
DOMSTR.;30;81
KAROLINGERRING;25;81
AUF DEM BERLICH;30;81
PFÄLZER STR.;;81
NEUSSER STR.;307;81
HANSARING;83;81
BRÜSSELER STR.;44;81
ILTISSTR.;154;81
FRANKENWERFT;;81
NEUSSER STR.;110;81
MORSDORFER STR.;;81
LUNGENGASSE;34-46;80
DEUTZ-KALKER STR.;7;80
AM WEIDENBACH;;80
JOHANN-MAYER-STR.;;80
MEROWINGERSTR.;9;80
MITTELSTR.;5;80
NEUSSER STR.;198;80
MOHRENSTR.;;80
RIPHAHNSTR.;;80
KLEINGEDANKSTR.;18;80
CUSTODISSTR.;8;80
AGRIPPASTR.;6;80
BRÜCKENSTR. RO;39;80
KAPELLENSTR.;;80
GOLDGASSE;;80
HOHENSTAUFENRING;14;80
NIEHLER STR.;21;80
HERKULESSTR.;;80
CONSTANTINSTR.;94;80
MAURITIUSSTEINWEG;59;80
GYRHOFSTR.;8;80
MITTELSTR.;11;80
LUXEMBURGER STR.;120;80
DEUTZER FREIHEIT;113;80
MARSPLATZ;;80
QUENTELSTR.;;80
WORMSER STR.;23;80
ZELTINGER STR.;11;80
SERVATIUSSTR.;;80
SEVERINSTR.;181;80
STEINWEG;1;79
TRIERER STR.;;79
HOHENSTAUFENRING;11;79
DÜNNWALDER STR.;17;79
ESCHER STR.;45;79
NEUSSER STR.;106;79
LOKOMOTIVSTR.;122;79
KASPARSTR.;4;79
KITSCHBURGER STR.;;79
RICHARTZSTR.;12;79
LUDWIG-GIES-STR.;10;79
FRANKFURTER STR.;61;79
REMSCHEIDER STR.;70;79
GUTENBERGSTR.;6;79
KEPLERSTR.;48;78
BERNHARD-LETTERHAUS-STR.;8;78
LANDMANNSTR.;;78
HARDEFUSTSTR.;1;78
AUF DEM BERLICH;3-5;78
ALTEBURGER WALL;;78
FRIEDRICH-SCHMIDT-STR.;48;78
MARTIN-KÖLLEN-STR.;1;78
HABSBURGERRING;5;78
RATHENAUPLATZ;3;78
AUF DEM BERLICH;12;78
GERHARD-WINKLER-HOF;;78
NEUSSER STR.;317;78
KARLSTR. PO;8-10;78
LÜTTICHER STR.;;78
PALMSTR.;36;78
ALTE ESCHER STR.;;78
CÄSARSTR.;7;78
DANZIGER STR. WE;34;78
ZÜLPICHER STR.;311;78
WEBERSTR.;;78
WALLSTR.;99;78
VENLOER STR.;220;78
SONDERBURGER STR.;63;77
SIEGBURGER STR.;304/306;77
DOMSTR.;33;77
OSTSTR.;3-5;77
GRAEFFSTR.;4;77
EICHSTR.;46;77
HOHENZOLLERNRING;28;77
FRIEDRICH-SCHMIDT-STR.;54A;77
JOSEFINE-CLOUTH-STRASSE;15;77
ANNOSTR.;21;77
HOHENSTAUFENRING;42;77
LUDWIG-QUIDDE-PLATZ;8;77
ARNULFSTR.;21;77
NEUSSER STR.;15;77
RATHENAUPLATZ;1;76
ACKERSTR.;24;76
OTTO-GERIG-STR.;;76
LÖWENGASSE;1;76
BARBARASTR. RO;11;76
NEUSSER STR.;214;76
NEUSSER STR.;42;76
EULENBERGSTR.;9;76
GUSTAV-FREYTAG-STR.;2;76
KYLLBURGER STR.;;76
KASPARSTR.;2;76
PALMSTR.;32;76
FRÖBELSTR.;18;76
ACKERSTR.;;76
RIEHLER PLATZ;;76
LUXEMBURGER STR.;284;76
WEINSBERGSTR.;112;76
WERTHMANNSTR.;24;76
SEEKABELSTRASSE;26;76
ZEHNTSTR.;;76
ZÜLPICHER STR.;240;76
UBIERRING;31;75
ZÜLPICHER STR.;270;75
STERNENGASSE;;75
VENLOER STR.;425A;75
FRANKENTHALER STR.;;75
KEMPENER STR.;24;75
HAHNENSTR.;6-8;75
AUF DER RUHR;9/11;75
NEUSSER STR.;269;75
OTTMAR-POHL-PLATZ;1;75
REMBRANDTSTR.;;75
GOTLANDSTR.;;75
EINTRACHTSTR.;65;75
HIRSCHGÄSSCHEN;1;75
BERGERSTR.;;75
SCHAEVENSTR.;7;75
GÖTTINGER STR.;9;75
MATHIASKIRCHPLATZ;;75
CORKSTR.;23;75
MITTELSTR.;12/14;75
NEUSSER STR.;305;75
PLATENSTR.;8;75
PYRMONTER STR.;9;75
KUNIBERTSKLOSTER;;75
REDWITZSTR.;;75
GROSSE BRINKGASSE;21-25;75
MEROWINGERSTR.;33A;75
HEINRICH-BILLSTEIN-STR.;1;75
NIEHLER STR.;74;75
BURGUNDERSTR.;;75
CHARLES-DE-GAULLE-PLATZ;1;75
AACHENER STR.;114;75
APOSTELNSTR.;14/18;75
DOMPROPST-KETZER-STR.;;74
GOTTESWEG;31;74
MÜHLENBACH;20-24;74
MÖRSERGASSE;10;74
KARTÄUSERGASSE;5;74
KUPFERGASSE;4;74
GOETHESTR. PO;2;74
LIVERPOOLER PLATZ;1-3;74
KARTÄUSERWALL;2-4;74
BARBARASTR.;68;74
LUPUSSTR.;;74
AKAZIENWEG;82;74
HANSARING;55;74
PERLENPFUHL;7-9;74
LICHTSTR.;37;74
HANSARING;79-81;74
LIVERPOOLER PLATZ;MARKT;74
HÄNDELSTR.;19;74
LUDWIG-GIES-STR.;18;74
GOTTFRIED-HAGEN-STR.;38;74
CHLODWIGPLATZ;;74
DOMSTR.;89;74
TEMPELSTR.;65;74
STÜRMERSTR.;1;74
ZECHENSTR.;15;74
ZÜLPICHER STR.;222;74
VENLOER STR.;343;74
ZÜLPICHER STR.;315;74
WRANGELSTR.;;74
VINCENZSTR.;;73
STAMMHEIMER STR.;;73
WERTHMANNSTR.;6;73
SPIESERGASSE;20;73
MAURITIUSWALL;31;73
PELLENZSTR.;29;73
FRANGENHEIMSTR.;;73
HÖNINGER WEG;175;73
FRIEDRICH-KARL-STR.;36;73
LEIBLPLATZ;2;73
JUSTINIANSTR.;;73
DEUTZER FREIHEIT;104;73
MELCHIORSTR.;;73
RICHARD-WAGNER-STR.;22;73
ANTONSGASSE;;73
DUISBURGER STR.;;73
GEREONSTR.;5-11;73
FRITZ-FIGGE-STR.;5;73
APOSTELNSTR.;7;73
ROLSHOVER STR.;5;73
EICHSTR.;43;73
HOHENFRIEDBERGSTR.;8-14;73
EHRENSTR.;57;72
NOHLSTR.;;72
GEREONSDRIESCH;;72
NEUSSER WALL;13;72
KALKER HAUPTSTR.;80;72
KRONENGASSE;27;72
KONRAD-ADENAUER-UFER;41-45;72
NIEHLER STR.;168;72
MARIENPLATZ;;72
KERPENER STR.;7;72
AUGUSTSTR.;42;72
GLADBACHER STR.;26-28;72
PELLENZSTR.;13;72
HOHENFRIEDBERGSTR.;;72
HERZOGSTR.;16-20;72
HÖNINGER PLATZ;;72
EISENMARKT;14;72
LOKOMOTIVSTR.;;72
IM HASENTAL;;72
HUMBOLDTSTR.;;72
HOHE PFORTE;6;72
RHEINGASSE;2-6;72
DASSELSTR.;1B;72
JOSEFSTR.;;72
NEUSSER STR.;196;72
EHRENSTR.;43;72
SIEGESSTR.;;72
SEVERINSTR.;165-173;72
ST.-APERN-STR.;40;72
WERTHMANNSTR.;2C;72
ZWIRNERSTR.;;72
VENLOER STR.;324;71
WINTERBERGER STR.;1A;71
VENLOER STR.;429;71
WOLFGANG-ANHEISSER-STR.;;71
SPICHERNSTR.;24;71
VENLOER STR.;670;71
VON-QUADT-STR.;;71
SUDERMANSTR.;;71
CLEVISCHER RING;;71
CUSTODISSTR.;;71
DEUTZER FREIHEIT;112;71
NEUSSER STR.;27;71
DEUTZER FREIHEIT;85-87;71
OSLOER STR.;2;71
NEUMARKT;39;71
BLAUBACH;3;71
BRÜDERSTR.;19;71
FLORENZER STR.;84;71
DANZIGER STR. WE;31;71
CLEMENSSTR.;29;71
NEUSSER STR.;3;71
PAUL-NIESSEN-STR.;;71
NEUSSER STR.;321;71
CÄSARSTR.;;71
NIEHLER GÜRTEL;104;71
LOKOMOTIVSTR.;64;71
KALKER HAUPTSTR.;62;71
ESCHER STR.;;71
OSTSTR.;1;71
JOHANNISSTR.;47;71
OTTMAR-POHL-PLATZ;;71
LANGOBARDENSTR.;;71
KARLSTR. PO;20-22;70
GYRHOFSTR.;10;70
HAHNENSTR.;16/16A;70
KLEINE BUDENGASSE;7-9;70
FRIESENWALL;55;70
NIEHLER STR.;306;70
PALANTERSTR.;;70
NEUSSER STR.;352;70
ANNOSTR.;12;70
DEUTZER FREIHEIT;111;70
RHEINSTEINSTR.;24;70
KOMÖDIENSTR.;56-58;70
KARLSTR. PO;12-14;70
OHMSTR.;10-14;70
GROSSE NEUGASSE;;70
MARSPFORTENGASSE;8;70
KEMPENER STR.;71;70
RANKESTR.;;70
BACHEMSTR.;8;70
NEUSSER STR.;197;70
LÜBECKER STR. WE;6;70
BRABANTER STR.;13;70
GERMANIASTR.;;70
HOHENSTAUFENRING;61;70
PRÄLAT-OTTO-MÜLLER-PLATZ;7;70
GRASEGGERSTR.;110;70
UNIVERSITÄTSSTR.;71/73;70
YORCKSTR.;;70
STAMMHEIMER STR.;2;70
VENLOER STR.;308D;70
SUDERMANPLATZ;6;70
VENLOER WALL;15;69
ST.-APERN-STR.;56/62;69
STERNENGASSE;1;69
BUNZLAUER STR. WE;2;69
BONNER STR.;47;69
NEUSSER STR.;287;69
AUGUSTASTR. RO;1;69
MARSPFORTENGASSE;6;69
HÖNINGER WEG;181;69
HÖNINGER WEG;177;69
NEUSSER STR.;391-393;69
JOSEPH-STELZMANN-STR.;20;69
KLEINE BUDENGASSE;15;69
KITSCHBURGER STR.;242;69
KEMPENER STR.;50;69
RUBENSSTR.;;69
KEMPENER STR.;143;69
NELKENSTR.;;69
HACKHAUSER WEG;;69
MÖRSERGASSE;6;69
JOHANNESSTR. PE;30;69
FLEISCHMENGERGASSE;59;69
RHONESTR.;3;69
HÖNINGER WEG;172;69
BONNER STR.;6;69
AM WALZWERK;3;69
NEUSSER STR.;56;69
DEUTZ-KALKER STR.;48;69
KRUMMER BÜCHEL;18;69
KEMPENER STR.;12;69
NEUSSER STR.;40;69
GEREONSMÜHLENGASSE;5;69
BAUDRIPLATZ;16;68
FELTENSTR.;83;68
GRÜNEBERGSTR.;11;68
KREUTZERSTR.;4;68
BORSIGSTR.;;68
KÖSENER WEG;;68
PETERSTR.;17-21;68
KASINOSTR.;;68
AM ALTEN POSTHOF;;68
SCHULSTR.;;68
RHONESTR.;;68
KRÖVER STR.;;68
DECKSTEINER STR.;13;68
HOHE PFORTE;4-6;68
HOHENZOLLERNRING;75-77;68
ALPENERSTR.;;68
KEMPENER STR.;40;68
RADERBERGGÜRTEL;11;68
ZELTINGER STR.;;68
TAKUSTR.;3;68
WERKSTATTSTR.;62;68
ZÜLPICHER STR.;312;68
WÜLLNERSTR.;;68
SUDERMANSTR.;8;67
WEINSBERGSTR.;177;67
UNIVERSITÄTSSTR.;41;67
WEILERWEG;70;67
VON-QUADT-STR.;56;67
STUPPSTR.;1;67
SIEGBURGER STR.;395;67
NEUSSER STR.;275-277;67
OSTSTR.;7;67
ILTISSTR.;44;67
NEUSSER STR.;187;67
HUHNSGASSE;;67
AN LYSKIRCHEN;;67
KARDINAL-FRINGS-STR.;12;67
LUDWIGSTR.;6;67
NEUSSER STR.;37;67
FULDAER STR.;95;67
PIUSSTR.;137;67
HOMBURGER STR.;8A;67
ROLANDSTR.;74;67
KARTÄUSERWALL;30;67
KASPARSTR.;45;67
PYRMONTER STR.;;67
GLOCKENGASSE;;67
BRÜDERSTR.;7;67
REINOLDSTR.;;67
BISMARCKSTR.;66;67
KERPENER STR.;5;67
KEMPENER STR.;32;67
KALKER HAUPTSTR.;127;67
AM SALZMAGAZIN;11;67
KAISERSESCHER STR.;;67
KAISER-WILHELM-RING;15;67
NIEHLER KIRCHWEG;118;67
MERHEIMER STR.;43;67
FRITZ-FIGGE-STR.;3;67
GOLTSTEINSTR.;86;66
GOTENRING;3;66
MAINZER STR.;5;66
BRABANTER STR.;3;66
KASPARSTR.;7;66
FRANKFURTER STR.;293;66
KALKER HAUPTSTR.;163;66
HASELNUSSWEG;25;66
FRITZ-FIGGE-STR.;11;66
DECKSTEINER STR.;17;66
BEETHOVENSTR.;29-31;66
RENNBAHNSTR.;;66
JÜLICHER STR.;6;66
KEMPENER STR.;48;66
ACHTERSTR.;52;66
STALLAGSBERGWEG;;66
WEINGARTENGASSE;95;66
VEREINSSTR.;2;66
SEVERINSTR.;137;66
TURINER STR.;2;66
WIPPERFÜRTHER STR.;;66
VOLTASTR.;;66
VENLOER STR.;379-381;66
STERNENGASSE;7;65
TITUSSTR.;2;65
WERKSTATTSTR.;56;65
ZÜLPICHER STR.;325;65
VOLKSGARTENSTR.;4;65
ZEUGHAUSSTR.;2-8;65
ZÜLPICHER STR.;181;65
SIEGBURGER STR.;366;65
VENLOER STR.;323;65
ALTER MÜHLENWEG;61;65
HACKLÄNDERSTR.;20;65
OLPENER STR.;69;65
BONNER STR.;126;65
KUPFERGASSE;;65
KLETTENBERGGÜRTEL;73;65
KLETTENBERGGÜRTEL;77;65
FELTENSTR.;;65
GRABENGASSE;;65
PANTALEONSWALL;4;65
APOSTELNSTR.;;65
KLINGELPÜTZ;68;65
FRIEDRICH-EBERT-UFER;;65
PERLENPFUHL;4;65
KALKER HAUPTSTR.;136;65
BISMARCKSTR.;44;65
KREBSGASSE;5;65
MARKT;18-22;65
KOBLENZER STR.;;65
FRIESENSTR.;;65
AM WEIDENBACH;6;65
KOMÖDIENSTR.;11;65
MAARWEG;27;65
NEUSSER STR.;312;65
REMIGIUSSTR.;18-20;65
REMIGIUSSTR.;33;65
NEUSSER STR.;12;65
REZAGSTR.;26;65
CUSTODISSTR.;20;65
AM BOTANISCHEN GARTEN;1A;65
AUGUST-HAAS-STR.;;64
BISMARCKSTR.;1-3;64
AUERSTR.;;64
CLEVER STR.;16;64
BAYENSTR.;13;64
FELDSTR.;2;64
HOHENZOLLERNRING;79-83;64
BUCHFORSTSTR.;1-15;64
FRIEDRICH-KARL-STR.;105;64
CHAMISSOSTR.;;64
KOLPINGPLATZ;3;64
ALTEBURGER STR.;15;64
ROLSHOVER STR.;533;64
GUSTAVSTR.;45;64
HANSARING;9;64
NEUSSER STR.;304;64
HANS-WILLY-MERTENS-STR.;6;64
HANSARING;17;64
NEUSSER STR.;202;64
BOBSTR.;34;64
LONGERICHER HAUPTSTR.;;64
OSKAR-JÄGER-STR.;173;64
HOHE PFORTE;;64
CAUMANNSSTR.;;64
BERGISCH GLADBACHER STR.;609;64
ANTWERPENER STR.;14;64
CUSTODISSTR.;12;64
DEUTZER FREIHEIT;60;64
NEUSSER STR.;401;64
WEYERTAL;111;64
WARTBURGSTR.;;64
STEINWEG;10;64
STERNENGASSE;9;64
SEVERINSWALL;22;64
SIEGESSTR.;42;64
THEODOR-HEUSS-RING;46-48;64
WÖRTHSTR.;1-3;64
ZEUGHAUSSTR.;2;63
VENLOER STR.;534;63
SINGHOFENER STR.;7;63
WOLFSSTR.;;63
SUEVENSTR.;20;63
SIEGBURGER STR.;360;63
WOLFSSTR.;15;63
MITTELSTR.;52/54;63
FRECHENER WEG;;63
SCHLEIERMACHERSTR.;;63
BIELEFELDER STR. PO;;63
KAPITELSTR.;18;63
OSKAR-JÄGER-STR.;147A;63
GYRHOFSTR.;27;63
NEUSSER STR.;29;63
AM RINKENPFUHL;57;63
BENESISSTR.;14-16;63
LUXEMBURGER STR.;19;63
FRIEDENSSTR. PO;110;63
MITTELSTR.;13;63
BATAVERSTR.;;63
KALKER HAUPTSTR.;106;63
ROLSHOVER KIRCHWEG;;63
SCHNEIDER-CLAUSS-STR.;;63
KYFFHÄUSERSTR.;;63
KAMEKESTR.;;63
REITWEG;1;63
SALIERRING;;63
GUTS-MUTHS-WEG;;63
AN ST.MAGDALENEN;;63
FRANKENWERFT;15;63
EINHEITSTR.;1A;63
AACHENER STR.;2;63
KATTENBUG;2;62
GOTENRING;18;62
LUXEMBURGER STR.;124-136;62
PRÄLAT-OTTO-MÜLLER-PLATZ;;62
NEUSSER STR.;112;62
AN DEN DOMINIKANERN;5;62
AN DER BASTION;;62
NEUSSER STR.;102;62
DREIKÖNIGENSTR.;23;62
KALKER HAUPTSTR.;154-156;62
OVERSTOLZENSTR.;2A;62
CONSTANTINSTR.;98;62
NEUSSER STR.;235;62
FRIEDLANDSTR.;21;62
EIFELSTR.;;62
HERZOGSTR.;38-40;62
AM WALZWERK;14;62
NEUSSER STR.;199;62
AM KLOSTERGARTEN;12-16;62
BERNHARDSTR.;;62
BAYARDSGASSE;;62
GELLERTSTR.;;62
FALKENBURGSTR.;;62
BERGISCH GLADBACHER STR.;591;62
ANDREAS-HERMES-STR.;;62
L.-FRITZ-GRUBER-PLATZ;;62
BURGSTR.;2;62
FERDINANDSTR.;;62
BERGISCH GLADBACHER STR.;629;62
TACITUSSTR.;16-18;62
ZÜLPICHER STR.;316;62
SIEBACHSTR.;104;62
WÖRTHSTR.;10;62
SIEVERSSTR.;18;62
SEDANSTR.;31-33;62
SÜLZGÜRTEL;30;61
WERKSTATTSTR.;54;61
WICHTERICHSTR.;15;61
SEVERINSKLOSTER;;61
WILHELMSTR. RO;59;61
VENLOER STR.;278;61
WEYERSTR.;104;61
WERDERSTR.;1;61
