strasse;hausnummer;anzahl bussgelder
LEONHARD-TIETZ-STR.;6;203
EULENBERGSTR.;9;203
KREBSGASSE;;203
SAALESTR.;;203
VON-SANDT-PLATZ;;203
ZUGWEG;48;203
URBACHER WEG PO;19;203
VENLOER STR.;234;203
QUIRINSTR.;;203
SCHÖNHAUSER STR.;3;202
QUENTELSTR.;;202
MANTEUFFELSTR.;2;202
KEMPENER STR.;46;202
CHARLES-DE-GAULLE-PLATZ;1;202
AUF DEM HUNNENRÜCKEN;3;202
BOBSTR.;;201
LUDWIG-GIES-STR.;;201
KALKER HAUPTSTR.;130;201
MAURITIUSWALL;31;201
MANTEUFFELSTR.;7;201
VENLOER WALL;17;200
HERBRANDSTR.;3;200
HOHENZOLLERNRING;21-23;200
BALTHASARSTR.;29;200
DIESELSTR.;;200
BRÜDERSTR.;19;200
HERKULESSTR.;;199
DREIKÖNIGENSTR.;23;199
KARLSTR. PO;24-26;199
BERGISCHER RING;;199
EMIL-SCHREITERER-PLATZ;6;199
IM KLAPPERHOF;25-27;199
SIEVERSSTR.;9;199
WOLFSSTR.;17-19;199
ZWIRNERSTR.;;199
MITTELSTR.;52-54;198
MOLTKESTR.;56;198
NEUSSER STR.;287;198
HEIDELBERGER STR.;;198
ENGGASSE;2;198
JAKOBSTR.;56;197
AM BOTANISCHEN GARTEN;1;197
HOHENZOLLERNRING;56;197
ALEMANNENSTR.;;197
RIPHAHNSTR.;;197
SCHÖNHAUSER STR.;;196
VENLOER STR.;429;196
MARTHA-MENSE-STR.;1;196
NEUSSER STR.;200;196
DORTMUNDER STR.;;196
KREUZBLUMENWEG;11;196
HOHENSTAUFENRING;58;196
DEUTZER FREIHEIT;102;196
JAKOBSTR.;2;195
LOKOMOTIVSTR.;;195
AUF DEM BERLICH;30;195
ARNSBERGER STR.;;195
IM KLAPPERHOF;;194
AACHENER STR.;497-501;194
ZUGWEG;;194
WEIDENGASSE;4;194
ZÜLPICHER STR.;46;194
NEUSSER STR.;213;194
BÜDERICHER STR.;2;193
HERMANN-KOLB-STR.;10;193
AUGUSTASTR. RO;;193
FRIEDRICH-SCHMIDT-STR.;;193
ESCHER STR.;;193
HERZOGSTR.;;193
HOHENFRIEDBERGSTR.;8-14;193
LUDWIGSTR.;8;193
LUKASSTR.;;193
LINDENSTR.;1;192
LÜDERICHSTR.;42;192
KARTÄUSERWALL;2-4;192
GOLTSTEINSTR.;88;192
AACHENER STR.;29;192
UNKELSHOF;2A;192
REGASTR.;;192
SIEBACHSTR.;;192
PETERSTR.;9;192
NEUSSER STR.;110;191
REUTLINGER STR.;;191
ACKERSTR.;24;191
FRANZ-GEUER-STR.;;191
GOTTFRIED-HAGEN-STR.;40;191
JOSEFSTR.;;191
BIRRESBORNER STR.;;191
ALTER MARKT;;191
ALTER STAMMHEIMER WEG;1;191
ELISABETH-BREUER-STR.;;190
GUSTAV-RADBRUCH-STR.;;190
BAUDRIPLATZ;16;190
LANDGRAFENSTR.;;190
ZÜLPICHER STR.;251;190
ZÜLPICHER STR.;5;190
ZELTINGER STR.;1;190
NEUSSER STR.;271;190
WERTHMANNSTR.;22;190
OSTLANDSTR.;30;189
MORSDORFER STR.;;189
MAARWEG;13;189
GUSTAV-RADBRUCH-STR.;1;189
LEGIENSTR.;9;189
BARDENHEUERSTR.;;189
KLETTENBERGGÜRTEL;59;189
CONSTANTINSTR.;102;188
AUF DEM BERLICH;12;188
PETERSTR.;27;188
VENLOER STR.;278;188
SCHNEEBERGSTR.;;188
WARTBURGSTR.;11;188
VENLOER STR.;220;188
NEUSSER STR.;252;188
MARKT;;187
KONRAD-ADENAUER-STR. RO;;187
KONRAD-ADENAUER-UFER;41-45;187
BRABANTER STR.;19;187
KEMPENER STR.;27;187
ATHENER RING;;187
HEUMARKT;;186
KUPFERGASSE;6-8;186
GRAEFFSTR.;10;186
SIEGBURGER STR.;304/306;186
NEUSSER STR.;190-192;186
RADERBERGER STR.;182;186
NEUSSER STR.;315;186
VORSTERSTR.;25;185
THIELENSTR.;;185
SUDERMANSTR.;7-9;185
BRÜGELMANNSTR.;;185
BENESISSTR.;22;185
BERGISCH GLADBACHER STR.;599;185
KARLSTR. PO;16-18;185
BRÜCKENSTR. RO;39;185
GRETHENSTR.;;185
KEMPENER STR.;36;185
CORNELIUSSTR.;;184
BERGISCH GLADBACHER STR.;597;184
KOMÖDIENSTR.;39;184
DANZIGER STR. WE;19;184
EYTHSTR.;137;184
POSTSTR.;51;184
NEUSSER STR.;71;184
UNKELSHOF;2B;184
MITTELSTR.;38;184
MITTELSTR.;7;184
MÖRSERGASSE;;183
NEUSSER STR.;296-298;183
ESENBECKSTR.;;183
ANNOSTR.;;183
IM DAU;16;183
LIVERPOOLER PLATZ;1-3;182
EHRENSTR.;11;182
LUXEMBURGER STR.;240;182
KARLSTR. PO;20-22;182
PETERSTR.;23-25;182
NEUSSER STR.;279;182
ZUGWEG;1;182
WILHELMSTR. RO;;182
RHODIUSSTR.;;182
SACHSENRING;2-4;181
RITTERSTR.;22;181
LÜBECKER STR. WE;2;181
FRIESENWALL;27;181
EINTRACHTSTR.;69;181
LANDMANNSTR.;12;180
MACHABÄERSTR.;28;180
APPELLHOFPLATZ;21;180
BURGMAUER;68;180
LANDMANNSTR.;;180
GYRHOFSTR.;;180
MARIENSTR.;12;180
SÜLZBURGSTR.;196;180
OBERLÄNDER WALL;;179
OSTLANDSTR.;45;179
NEUSSER STR.;289;179
STOCKHOLMER ALLEE;19;179
MARKGRAFENSTR.;121;179
ZÜLPICHER STR.;48;179
WEBERSTR.;;179
NEUHÖFFERSTR.;;179
TACITUSSTR.;;179
NEUSSER STR.;219;179
EHRENSTR.;43;179
HOHENZOLLERNRING;30;179
FRANZISKASTR.;1;179
KIELER STR.;;179
HÖNINGER WEG;;179
CHRISTIAN-GAU-STR.;26;179
LINDENSTR.;;178
DOMSTR.;33;178
BRAUNSTR.;;178
NEUSSER STR.;106;178
REMSCHEIDER STR.;72;178
REMBRANDTSTR.;;178
NEUSSER STR.;202;178
MITTELSTR.;5;177
PELLENZSTR.;29;177
VENLOER STR.;668;177
NEUSSER STR.;223;177
SAALFELDER STR.;8;177
HOHENSTAUFENRING;61;177
HAHNENSTR.;37;177
BISMARCKSTR.;47;177
HANSARING;53-59;176
GYRHOFSTR.;8B;176
ILTISSTR.;154;176
HESSHOFSTR.;;176
EICHSTR.;50;176
EHRENSTR.;57;176
CRANACHSTR.;2;176
EINTRACHTSTR.;63;176
DANZIGER STR. WE;12;176
SUBBELRATHER STR.;255;176
POSTSTR.;47;176
WOENSAMSTR.;;176
NEUSSER STR.;188;176
WILHELMSTR. RO;59;176
OFFENBACHPLATZ;3;175
RIEHLER GÜRTEL;2;175
ST.-APERN-STR.;;175
UBIERRING;21;175
LUDWIG-GIES-STR.;10;175
APOSTELNKLOSTER;13/15;175
KAUTSCHUKSTR.;9;174
ARNULFSTR.;;174
KAISERSESCHER STR.;;174
ZÜLPICHER STR.;321;174
THEODOR-BABILON-STR.;1-3;173
SEVERINSWALL;2;173
SPORERGASSE;;173
RICHARD-WAGNER-STR.;49;173
GÖTTINGER STR. WE;;173
AM RINKENPFUHL;;173
BREUERSTR.;41;173
EHRENSTR.;1-3;173
HASELNUSSWEG;28;173
BUNZLAUER STR. WE;2;173
AKAZIENWEG;82;173
BUSCHFELDSTR.;;173
CÄSARSTR.;;173
GERTRUDENSTR.;24-28;173
KLEINGEDANKSTR.;18;172
GILGAUSTR.;;172
KAPITELSTR.;20;172
LUNGENGASSE;;172
HOHENZOLLERNRING;58;172
MÜNSTEREIFELER PLATZ;;172
REMIGIUSSTR.;;172
USINGERSTR.;;172
THIEBOLDSGASSE;105;172
SPICHERNSTR.;2;172
THERESIENSTR.;;171
NEUSSER STR.;63;171
DARMSTÄDTER STR.;2A;171
ERZBERGERPLATZ;;171
FRIESENWALL;44-46;171
EINTRACHTSTR.;67;171
ARNULFSTR.;21;170
DOMSTR.;55-73;170
CORKSTR.;23;170
AACHENER STR.;2;170
EVERHARDSTR.;61;170
GRASNELKENWEG;12;170
NEUKÖLLNER STR.;6;170
SILVANSTR.;;170
WERTHMANNSTR.;2C;170
ROLSHOVER KIRCHWEG;;170
VON-QUADT-STR.;56;170
ZÜLPICHER STR.;240;170
VENLOER STR.;308D;169
KYFFHÄUSERSTR.;;169
GUSTAV-RADBRUCH-STR.;6;169
AM BOTANISCHEN GARTEN;;169
HANSARING;49-51;169
DEUTZER FREIHEIT;111;169
LOHMARER STR.;;169
IM FALKENHORST;10;169
FALCKENSTEINSTR.;;169
EHRENSTR.;69;169
APOSTELNSTR.;12;169
ANTONITERSTR.;14-16;169
LUKASSTR.;70;169
GUTENBERGSTR.;19;169
KOMÖDIENSTR.;19;168
BRANDENBURGER STR.;;168
FLEISCHMENGERGASSE;59;168
KAPITELSTR.;16;168
INNERE KANALSTR.;214;168
KAROLINGERRING;2;168
BERTHA-SANDER-STR.;5;168
ACKERSTR.;;168
BONNER WALL;17;168
MÜNCHENER STR.;12;168
RICHARD-WAGNER-STR.;27;168
VENLOER STR.;425A;168
WILHELMSTR.;53;167
VENLOER STR.;202;167
NEUSSER STR.;33;167
SÜLZBURGSTR.;174;167
NEUSSER STR.;236;167
NEUSSER STR.;54;167
REITWEG;1;167
SPICHERNSTR.;24;167
NEUSSER STR.;35;167
WILHELMSTR. RO;53;167
DEUTZ-KALKER STR.;114;167
HOHENFRIEDBERGSTR.;;167
ALEXIANERSTR.;;167
BACHEMER STR.;123;167
EMIL-SCHREITERER-PLATZ;8;167
CÄCILIENKLOSTER;2-6;167
IM KLAPPERHOF;2;167
DÜRENER STR.;;167
KALK-MÜLHEIMER STR.;1;166
CRANACHSTR.;9;166
MOLTKESTR.;32;166
THEBÄERSTR.;1-7;166
RIEHLER TAL;50;166
NEUSSER STR.;226;166
REMSCHEIDER STR.;70;166
WEIDENWEG;;166
ZÜLPICHER STR.;317;165
VENLOER STR.;323;165
MARSPFORTENGASSE;6;165
SINGHOFENER STR.;;165
SUBBELRATHER STR.;268;165
KOLPINGPLATZ;3;165
EUSKIRCHENER STR.;;165
BUCHHEIMER WEG;;165
HUMBOLDTSTR.;;165
HOHENSTAUFENRING;29-37;165
HOLLWEGHSTR.;;165
ANNOSTR.;37A;165
KEPLERSTR.;;165
DEUTZER FREIHEIT;112;164
FRIEDRICH-KARL-STR.;36;164
GEREONSTR.;15-23;164
BRÜCKENSTR. RO;48;164
SCHAEVENSTR.;;164
SPIESERGASSE;20;164
SONDERBURGER STR.;63;164
TEUTOBURGER STR.;33;164
VON-WERTH-STR.;9-13;164
PAULISTR.;;164
WILHELMSTR. RO;57;163
NEUSSER STR.;10;163
NEUSSER STR.;300;163
NEUMARKT;;163
OSTLANDSTR.;;163
BRABANTER STR.;13;163
HERZOGSTR.;16-20;162
KUPFERGASSE;4;162
HELENENSTR.;;162
LEIPZIGER PLATZ;;162
EHRENSTR.;59;162
DEUTZER FREIHEIT;98;162
MERHEIMER STR.;217;162
VENLOER STR.;271;162
NEUSSER STR.;39;162
VIERSENER STR.;;161
MEISTER-EKKEHART-STR.;5;161
MOLTKESTR.;25;161
VENLOER STR.;324;161
TRIERER STR.;;161
AUF DEM BRAND;6;161
KASPARSTR.;45;161
LUDWIG-QUIDDE-PLATZ;18;161
DANZIGER STR. WE;34;161
HOHENSTAUFENRING;42;160
HABSBURGERRING;5;160
DUISBURGER STR.;;160
KUTHSTR.;;160
GOLTSTEINSTR.;90;160
PFÄLZER STR.;;160
ZÜLPICHER STR.;1;160
NEUSSER STR.;52;160
ROTHEHAUSSTR.;;159
SÖMMERINGSTR.;2;159
PETER-STÜHLEN-STR.;;159
PALANTERSTR.;;159
WÖRTHSTR.;10;159
MARTIN-LUTHER-PLATZ;;159
NEUSSER STR.;4;159
SIEGESSTR.;14;159
FRITZ-VOIGT-STR.;6;159
BERLINER STR.;52;159
HANSARING;79-81;159
DEUTZ-KALKER STR.;7;159
GERHARD-WINKLER-HOF;;159
AM HOF;30;159
HANSARING;100;159
AM ALTEN POSTHOF;;159
KEMPENER STR.;24;159
LÖWENGASSE;1;158
HEINRICH-BILLSTEIN-STR.;11;158
LUPUSSTR.;;158
GUDRUNSTR. RO;15;158
FLORENZER STR.;22;158
KUNIBERTSGASSE;10;158
FRIEDRICH-KARL-STR.;107;158
HÄUSCHENSWEG;;158
ACHTERSTR.;52;158
GRAEFFSTR.;14;158
NEUSSER STR.;309;158
TEMPELSTR.;65;158
URBANSTR.;1;158
WEYERTAL;111;158
SEDANSTR.;10-16;158
MAYBACHSTR.;32;158
TAKUSTR.;3;157
VON-QUADT-STR.;68;157
SEVERINSTR.;83-85;157
OBERER BRUCHWEG;;157
HANSARING;55;157
BENESISSTR.;14/16;157
DEUTZER FREIHEIT;100;157
HÖNINGER PLATZ;;157
AM ROSENHOF;6;156
DANZIGER STR. WE;31;156
GÖRRESSTR.;;156
FRITZ-FIGGE-STR.;1;156
BORSIGSTR.;;156
KRONENGASSE;25;156
BORNHEIMER STR.;2;156
FÜRST-PÜCKLER-STR.;;156
VON-QUADT-STR.;;156
NEUSSER STR.;275-277;156
ZÜLPICHER STR.;270;156
PETER-BAUM-WEG;;156
NEUSSER STR.;303;156
NEUE MAASTRICHTER STR.;21;156
OSKAR-JÄGER-STR.;173;156
OBERLÄNDER WALL;16-22;155
NEUSSER STR.;198;155
NEUSSER STR.;269;155
TAUNUSPLATZ;;155
ODENWALDSTR.;;155
NEUSSER STR.;306;155
NIEHLER GÜRTEL;104;155
EICHSTR.;43;155
KEMPENER STR.;139;155
KYLLBURGER STR.;;155
AUF DER BUDE;;155
BERNHARD-LETTERHAUS-STR.;8;155
AN DER SCHANZ;2;154
AUGUSTSTR.;42;154
LUNGENGASSE;34-46;154
KAMEKESTR.;;154
WEYERSTR.;96;154
SIEGESSTR.;;153
ROLSHOVER STR.;5;153
VOLTASTR.;;153
NIEHLER STR.;306;153
YORCKSTR.;;153
BAYARDSGASSE;;153
IM FERKULUM;34;153
GRASEGGERSTR.;65;153
AM KLOSTERGARTEN;12-16;153
GÖPPINGER STR.;;153
GRAEFFSTR.;30;153
AGRIPPASTR.;6;153
AM VORGEBIRGSTOR;17;153
ILMENAUER WEG;;153
EHRENSTR.;15-17;152
KARLSTR. PO;12-14;152
GRASNELKENWEG;26;152
GRAEFFSTR.;8;152
GUSTAV-HEINEMANN-UFER;72-74;152
ANTWERPENER STR.;14;152
BLAUBACH;3;152
TENKTERERSTR.;4;152
ZEHNTHOFSTR.;61;152
NEUSSER WALL;13;152
PERLENPFUHL;7-9;151
MAYBACHSTR.;48B;151
VOLPERTUSSTR.;;151
UCKERMARKSTR.;;151
NEUSSER STR.;312;151
EULENBERGSTR.;4-6;151
AM SALZMAGAZIN;54;151
GROSSE BRINKGASSE;21-25;151
BERGISCH GLADBACHER STR.;609;151
GROSSE TELEGRAPHENSTR.;4;151
FOLLERSTR.;;151
AUGUST-HAAS-STR.;;151
KEMPENER STR.;12;151
ILTISSTR.;44;151
AN DER ALTEN POST;;151
GYRHOFSTR.;8;150
CAUMANNSSTR.;;150
LONGERICHER STR.;;150
GROSSE BRINKGASSE;2-4;150
AM RINKENPFUHL;53;150
KASPARSTR.;9-11;150
RUBENSSTR.;;150
ROBERT-KOCH-STR.;32;149
RENNBAHNSTR.;;149
NEUSSER STR.;40;149
NEUSSER STR.;102;149
KÖSENER WEG;;149
FRIESENWALL;32/36;149
ALFRED-SCHÜTTE-ALLEE;;149
ANDREAS-HERMES-STR.;;149
CÄSARSTR.;7;149
DÜNNWALDER STR.;17;149
KARL-SCHWERING-PLATZ;;149
APPELLHOFPLATZ;3/5;149
JAHNSTR.;1;148
KUPFERGASSE;;148
ALLENSTEINER STR.;;148
EHRENSTR.;13;148
BURGMAUER;8;148
BURGUNDERSTR.;;148
KEMPENER STR.;34;148
LEIBLPLATZ;2;148
VIERSENER STR.;10;148
PALMSTR.;36;148
OSTLANDSTR.;51;148
SIEBACHSTR.;119;148
RATHENAUPLATZ;3;148
SIBELIUSSTR.;;148
NEUSSER STR.;305;148
MITTELSTR.;11;148
STADTWALDGÜRTEL;15;148
OTTO-BAYER-STR.;;148
ST.-APERN-STR.;40;147
NEUSSER STR.;15;147
PALMSTR.;31-33;147
PAUL-SCHALLÜCK-STR.;6;147
APOSTELNSTR.;;147
FRANKFURTER STR.;70;147
HUMMELSBERGSTR.;;147
GUTENBERGSTR.;6;147
AM HOF;;146
HACKLÄNDERSTR.;20;146
AM WEIDENBACH;;146
BISMARCKSTR.;68;146
EHRENSTR.;25-27;146
BERTHA-SANDER-STR.;8;146
UNTER SACHSENHAUSEN;1-3;146
ZÜLPICHER STR.;312;145
PELLENZSTR.;13;145
HÄNDELSTR.;55;145
HAHNENSTR.;51-53;145
AN DER PULVERMÜHLE;3;145
AUF DER RUHR;9/11;145
JÜLICHER STR.;6;145
FRANKFURTER STR.;36;144
CLEMENSSTR.;29;144
HOHENZOLLERNRING;28;144
GRÜNEBERGSTR.;;144
ADALBERTSTR.;8;144
HEINRICH-BILLSTEIN-STR.;1;144
ANTONSGASSE;;144
RHEINGASSE;2-6;144
WERTHMANNSTR.;24;143
ZÜLPICHER WALL;50;143
UBIERRING;31;143
VOCHEMER STR.;;143
THEODOR-HEUSS-RING;46-48;143
RENNEBERGSTR.;1;143
PERLENPFUHL;4;143
NEUSSER STR.;196;143
GRÜNER WEG;;143
FRIEDRICH-KARL-STR.;123;143
BERNHARD-FEILCHENFELD-STR;11;143
LAURENZGITTERGÄSSCHEN;;143
CONSTANTINSTR.;94;143
KALKER HAUPTSTR.;127;143
ADAMSSTR.;;143
CHLODWIGPLATZ;;142
FLORENZER STR.;82;142
HÄNDELSTR.;19;142
HOHENSTAUFENRING;14;142
HOHE PFORTE;;142
KEMPENER STR.;40;142
FRIEDENSSTR. PO;110;142
ERNST-WILHELM-NAY-STR.;17;142
ALARICHSTR.;40-42;142
ZÜLPICHER STR.;319;142
STAMMHEIMER STR.;;142
SUDERMANSTR.;;142
WALLSTR.;99;142
STÜRMERSTR.;1;142
REMIGIUSSTR.;21;142
STRASSBURGER PLATZ;;142
ZÜLPICHER STR.;311;142
NEUMARKT;39;142
STOCKHOLMER ALLEE;25;141
VENLOER STR.;343;141
SCHULSTR.;;141
SUDERMANSTR.;8;141
NEUSSER STR.;321;141
VINCENZSTR.;;141
NEUSSER STR.;214;141
WERDERSTR.;1;141
MARSPFORTENGASSE;9;141
ZELTINGER STR.;11;141
NIEHLER STR.;21;141
GOTTESWEG;31;141
ALLERSTR.;;141
BRAUNSTR.;30;141
LEUTHENSTR.;23;141
HÖNINGER WEG;175;140
DÜSSELDORFER STR.;;140
KLETTENBERGGÜRTEL;;140
AM BRAUNSACKER;;140
APOSTELNSTR.;7;140
AUF DEM BERLICH;3-5;140
MAYBACHSTR.;48A;140
MARSPLATZ;;140
REMIGIUSSTR.;33;140
NEUSSER STR.;42;140
MÜHLENBACH;20-24;140
MARIENPLATZ;;140
MERHEIMER STR.;43;139
THERESIENSTR.;69;139
NIEHLER STR.;74;139
WOLFGANG-ANHEISSER-STR.;;139
NEUSSER STR.;112;139
PETERSTR.;17-21;139
NEUSSER STR.;304;139
KALKER HAUPTSTR.;179;139
FRANKENTHALER STR.;;139
KEMPENER STR.;143;139
GLADBACHER WALL;;139
HOHENZOLLERNRING;22-24;139
EHRENSTR.;19;139
KASPARSTR.;4;139
JOHANNISSTR.;47;139
IM FALKENHORST;8;139
KALKER HAUPTSTR.;124;139
KASINOSTR.;;138
KARTÄUSERGASSE;5;138
FRIEDRICH-SCHMIDT-STR.;40B;138
KAPELLENSTR.;;138
DÜSSELDORFER STR.;99;138
GEREONSTR.;43-65;138
GRASEGGERSTR.;110;138
NEUSSER STR.;41;138
ULITZKASTR.;;138
WEISSENBURGSTR.;;138
SIEGESSTR.;42;138
WERTHMANNSTR.;6;138
PYRMONTER STR.;9;137
MATHIASKIRCHPLATZ;;137
NIEHLER KIRCHWEG;118;137
MAURITIUSSTEINWEG;53-57;137
NELKENSTR.;;137
PALMSTR.;31;137
TIEFENTALSTR.;;137
WALDSTR.;21A;137
GALILEISTR.;13;137
IM FALKENHORST;6;137
GOLTSTEINSTR.;122;137
KURFÜRSTENSTR.;15;137
HÖNINGER WEG;172;137
GRÜNSTR.;;137
FRANKFURTER STR.;28;137
BISMARCKSTR.;66;137
DERFFLINGERSTR.;4;137
KALKER HAUPTSTR.;136;137
BERTHA-SANDER-STR.;6;136
BISMARCKSTR.;1-3;136
DEUTZ-KALKER STR.;48;136
HOHE PFORTE;4;136
LUDWIG-QUIDDE-PLATZ;8;136
KOLUMBASTR.;5;136
KLINGELPÜTZ;;136
KAPITELSTR.;18;136
AM WEIDENBACH;6;136
DR.-SIMONS-STR.;;136
GELLERTSTR.;;136
LOKOMOTIVSTR.;64;136
SEVERINSTR.;181;136
VENLOER STR.;534;136
NEUSSER STR.;317;136
ZÜLPICHER STR.;315;136
NEUSSER STR.;391-393;136
NEUSSER STR.;12;136
ZÜLPICHER STR.;268;136
UNIVERSITÄTSSTR.;69;136
MEROWINGERSTR.;9;136
RIEHLER PLATZ;;135
SALIERRING;;135
ZELTINGER STR.;;135
REDWITZSTR.;;135
HOHE PFORTE;4-6;135
HÖNINGER WEG;181;135
GROSSE NEUGASSE;;135
BERGSTR.;;135
KOBLENZER STR.;;135
LICHTSTR.;37;135
ARMINIUSSTR.;24;135
FRIESENWALL;45-47;135
KASINOSTR.;7;134
BERNHARDSTR.;;134
CLEVISCHER RING;;134
KAROLINGERRING;25;134
FRIESENWALL;29;134
GARTHESTR.;16;134
KLEINE BUDENGASSE;7-9;134
KRONENGASSE;27;134
ERNA-SCHEFFLER-STR.;3;134
ALPENERSTR.;;134
WORMSER STR.;23;134
TILSITER WEG;5;134
NEUSSER STR.;85;134
RUDOLFPLATZ;;134
PIUSSTR.;137;134
SUDERMANPLATZ;6;133
NEUSSER STR.;3;133
VENLOER STR.;399;133
NEUSSER STR.;179;133
NEUSSER STR.;307;133
DOMSTR.;89;133
BERGISCH GLADBACHER STR.;629;133
HEINRICH-STEVENS-WEG;;133
HOHENSTAUFENRING;10;133
BONNER WALL;7;133
DOMSTR.;30;133
HOMBURGER STR.;8A;133
HANS-WILLY-MERTENS-STR.;6;133
KALKER HAUPTSTR.;154-156;133
FRANKFURTER STR.;26;133
BLÜCHERSTR.;;133
GYRHOFSTR.;10;133
JOHANN-MAYER-STR.;;132
GOLTSTEINSTR.;86;132
KUNIBERTSKLOSTER;20;132
BIELEFELDER STR. PO;;132
AUERSTR.;;132
GOETHESTR. PO;2;132
EISENSTR.;41;132
AN DEN DOMINIKANERN;2;132
LENAUPLATZ;12;132
GYRHOFSTR.;27;132
SIEGBURGER STR.;380/382;132
TRIERER STR.;37;132
MEROWINGERSTR.;33A;132
VENLOER WALL;13;132
SIEGBURGER STR.;360;132
SEVERINSKLOSTER;;131
WOLFSSTR.;;131
PFEILSTR.;25-27;131
SUBBELRATHER STR.;253;131
RADERBERGGÜRTEL;11;131
SCHNEIDER-CLAUSS-STR.;;131
REISSTR.;2;131
NIEHLER STR.;7;131
TIERGARTENSTR.;;131
EHRENSTR.;45-47;131
KREUTZERSTR.;12;131
FELTENSTR.;83;130
EIFELSTR.;;130
AM RÖMERTURM;;130
FLORENZER STR.;84;130
GLADBACHER STR.;26-28;130
KLETTENBERGGÜRTEL;79;130
ACHTERSTR.;50-52;130
LEIBLPLATZ;;130
GUSTAV-FREYTAG-STR.;2;130
KUNIBERTSKLOSTER;;130
BERGERSTR.;;130
EHRENSTR.;41;130
CÄCILIENSTR.;2;130
VENLOER STR.;338;130
TITUSSTR.;2;130
WEINSBERGSTR.;112;130
NEUSSER STR.;235;130
VENLOER STR.;426;130
VENLOER WALL;19;130
MITTELSTR.;20-24;129
SCHILLINGSROTTER STR.;38;129
RICHARD-WAGNER-STR.;22;129
NEVEN-DU MONT-STR.;5;129
NEUSSER STR.;197;129
UNTER GOLDSCHMIED;;129
ROLSHOVER STR.;533;129
SIEGFRIEDSTR.;2;129
AM MALZBÜCHEL;3;129
HONNEFER PLATZ;1;129
LUXEMBURGER STR.;19;129
HOHENZOLLERNRING;85-87;129
EULENBERGSTR.;;129
HÖNINGER WEG;177;129
BAYENSTR.;13;129
ALBERTUSSTR.;16;129
CUSTODISSTR.;8;129
KALKER HAUPTSTR.;163;129
LOKOMOTIVSTR.;122;128
IM LAACH;1;128
ALTEBURGER WALL;;128
DEUTZER FREIHEIT;51;128
BRABANTER STR.;11;128
HALMSTR.;;128
FRÖBELSTR.;18;128
HANSARING;45-47;128
KAISER-WILHELM-RING;15;128
TIEFENTALSTR.;31;128
MAURITIUSKIRCHPLATZ;9;128
PANTALEONSWALL;31;128
MOLTKESTR.;127;128
REESER STR.;;128
SUBBELRATHER STR.;392B;128
PAUL-NIESSEN-STR.;;127
NEUSSER STR.;73-79;127
VOR DEN SIEBENBURGEN;;127
SÖMMERINGSTR.;9;127
NEUSSER STR.;212;127
VENLOER STR.;322;127
NIEHLER STR.;312;127
MÜNCHENER STR.;;127
HIRSCHGÄSSCHEN;1;127
KEMPENER STR.;15;127
CONSTANTINSTR.;98;127
KALKER HAUPTSTR.;80;127
KARLSTR. PO;8-10;127
GUSTAVSTR.;45;127
DEUTZER FREIHEIT;104;127
KEMPENER STR.;50;127
BERTHA-SANDER-STR.;14;127
DASSELSTR.;1B;127
HERZOGSTR.;38-40;127
HILDEBOLDPLATZ;19;126
KERPENER STR.;9;126
APOSTELNSTR.;10;126
AN LYSKIRCHEN;;126
KUPFERGASSE;12;126
DANZIGER STR. WE;20;126
CÄCILIENSTR.;44;126
GEREONSDRIESCH;;126
CHRISTIAN-GAU-STR.;;126
KARDINAL-FRINGS-STR.;12;126
HARDEFUSTSTR.;1;126
EINHEITSTR.;1A;126
HEINRICHSTR.;;126
MAURITIUSSTEINWEG;59;126
POSTSTR.;25;126
ROLANDSTR.;74;126
USAMBARASTR.;;126
VENLOER STR.;379-381;126
SEDANSTR.;;125
WEINSBERGSTR.;177;125
VENLOER STR.;329;125
NEUSSER STR.;27;125
RICHARD-WAGNER-STR.;24;125
OSLOER STR.;2;125
OLPENER STR.;120;125
SIEGBURGER STR.;357;125
PETERSTR.;11;125
FELTENSTR.;;125
BERNHARD-FEILCHENFELD-STR;1;125
DECKSTEINER STR.;13;125
FLORENTINE-EICHLER-STR.;32;125
KALKER HAUPTSTR.;197-199;125
BISMARCKSTR.;24;125
HOHENZOLLERNRING;51;125
AN DER FUHR;;125
JUSTINIANSTR.;;125
LUDWIG-GIES-STR.;18;124
ENGELSSTR.;;124
LÜBECKER STR. WE;6;124
AUGUSTASTR. RO;1;124
AACHENER STR.;67-69;124
HOHE PFORTE;6;124
GOTHAER PLATZ;;124
BETZDORFER STR.;1;124
FRIESENWALL;3;124
EISENMARKT;14;124
RHEINGASSE;14;124
SCHAEVENSTR.;7;124
NEUSSER STR.;352;124
STEINWEG;1;124
WERKSTATTSTR.;46;124
UNTER KÄSTER;;124
PARKGÜRTEL;24;124
ZEUGHAUSSTR.;2;123
SEVERINSTR.;137;123
TILSITER WEG;7;123
BISCHOFSGARTENSTR.;1;123
MAARWEG;27;123
GEESTEMÜNDER STR.;;123
ALTER DEUTZER POSTWEG;;123
GRASEGGERSTR.;;123
AM RINKENPFUHL;57;123
JAN-WELLEM-STR.;1;123
HÖNINGER WEG;241;123
HOHENZOLLERNRING;42;123
KONRAD-ADENAUER-UFER;31;123
BUTZWEILERSTR.;;122
KLINGELPÜTZ;68;122
BONNER STR.;47;122
CUSTODISSTR.;10;122
ALTE MAUER AM BACH;;122
JOHANNISSTR.;57;122
CONSTANTINSTR.;80;122
DOMPROPST-KETZER-STR.;;122
