strasse;hausnummer;anzahl bussgelder
AMSTERDAMER STR.;105;1
KREFELDER STR.;10;1
AMSTERDAMER STR.;100;1
KREFELDER STR.;15;1
KREFELDER STR.;15-17;1
KREFELDER STR.;19-17;1
AM SPRINGBORN;LATERNE 5;1
KREFELDER STR.;2;1
AM SPRINGBORN;7;1
KREFELDER STR.;21-19;1
AM SONNENHUT;91;1
AACHENER STR.;457-483;1
AM SONNENHUT;9;1
AM SONNENHUT;88;1
KREFELDER STR.;28;1
KREFELDER STR.;35;1
KREFELDER STR.;36;1
KREFELDER STR.;37;1
KREFELDER STR.;3-7;1
KREFELDER STR.;3-7-9;1
KREFELDER STR.;3-9;1
KREFELDER STR.;39-41;1
KREFELDER STR.;40;1
KREFELDER STR.;42;1
KREFELDER STR.;42-44;1
KREFELDER STR.;45;1
KREFELDER STR.;46;1
AM SONNENHUT;77;1
AM SONNENHUT;75;1
KREFELDER STR.;5-7/9;1
KREFELDER STR.;6;1
KREFELDER STR.;61/63;1
KREFELDER STR.;64-66;1
KREFELDER STR.;65-67;1
MAARWEG;145 A;1
AM SONNENHUT;41-55;1
KREFELDER STR.;73;1
MAARWEG;146;1
KREFELDER STR.;75;1
AM SONNENHUT;35-33;1
KREFELDER STR.;77-79;1
KREFELDER STR.;77-81;1
AM SONNENHUT;279-291;1
KREFELDER STR.;8;1
KREFELDER STR.;81;1
AM SONNENHUT;279-281;1
AM SONNENHUT;265;1
AM SONNENHUT;227;1
KREFELDER STR.;85;1
KREFELDER STR.;88;1
KREFELDER STR.;89;1
KREFELDER STR.;92;1
AACHENER STR.;45-449;1
AM SONNENHUT;211;1
KREFELDER WALL;11-17;1
AM SONNENHUT;201;1
KREFELDER WALL;13-15;1
AM SONNENHUT;151-173;1
KREFELDER WALL;17-21;1
AM SONNENHUT;135;1
AM SONNENHUT;133;1
KREFELDER WALL;21-27;1
AM SERVIESBERG;2;1
KREFELDER WALL;23-29;1
AM SERVIESBERG;1;1
KREFELDER WALL;28;1
AMSELWEG ES;8-12;1
AMSELWEG ES;38;1
AMSELWEG ES;2-6;1
AMSELSTR. PO;4;1
AMSELSTR. PO;3;1
AMSELSTR. PO;12;1
AMSELSTR. JU;;1
AMSELSTR. JU;9;1
KREFELDER WALL;35-37;1
AMSELSTR. JU;8;1
AMSELSTR. JU;7;1
KREFELDER WALL;37-39;1
AMSELSTR. JU;2;1
KREFELDER WALL;39;1
AMSELSTR. JU;1;1
KREFELDER WALL;40;1
AMSELSTR.;93;1
AMSELSTR.;9;1
AMSELSTR.;88;1
KREFELDER WALL;7;1
AMSELSTR.;87;1
AMSELSTR.;8;1
KREIBOHMSTR.;21;1
KREIBOHMSTR.;;1
AMSELSTR.;6-8;1
AACHENER STR.;454-456;1
AMSELSTR.;101;1
AMSELSTR;;1
KREMENTZSTR.;13;1
KREMENTZSTR.;15;1
MAARWEG;16-18;1
AM SCHULBERG;;1
AM SCHMIDTGRUND;;1
AACHENER STR.;452-454;1
KREMENTZSTR.;23-25;1
KREMENTZSTR.;24;1
AM SCHMIDTGRUND;76-78;1
KREMENTZSTR.;34;1
AM SCHMIDTGRUND;72-90;1
AM SCHMIDTGRUND;72;1
AM SCHMIDTGRUND;66;1
AM SCHMIDTGRUND;55;1
MAARWEG;18--22;1
AM SCHMIDTGRUND;49;1
AM SCHMIDTGRUND;40;1
KRETZERSTR.;10;1
AM SCHMIDTGRUND;28;1
KRETZERSTR.;12-14;1
AM SCHMIDTGRUND;2-70;1
AM SCHMIDTGRUND;128;1
KRETZERSTR.;16-18;1
AM SCHMIDTGRUND;118;1
AM SCHMELZOFEN;6;1
KRETZERSTR.;24;1
KRETZERSTR.;2-4;1
AM SCHLOSSGARTEN;76;1
KRETZERSTR.;3-9;1
AM SCHLOSSGARTEN;4;1
AM SCHILDCHEN;12;1
KRETZERSTR.;9;1
AM SCHILDCHEN;10;1
AM SCHEIDWEG;9A;1
AM SCHEIDWEG;96;1
AM SCHEIDWEG;90;1
KREUTZERSTR.;2-;1
KREUTZERSTR.;2-4;1
KREUTZERSTR.;3;1
AM SCHEIDWEG;9;1
AM SCHEIDWEG;84A;1
KREUTZERSTR.;-9;1
KREUTZERSTR.;PARK;1
AM SCHEIDWEG;82A;1
KREUZBLUMENWEG;1;1
AM SCHEIDWEG;82;1
KREUZBLUMENWEG;11/13;1
AM SCHEIDWEG;7;1
KREUZBLUMENWEG;17;1
KREUZBLUMENWEG;20-22;1
KREUZBLUMENWEG;23;1
KREUZBLUMENWEG;28;1
KREUZBLUMENWEG;32;1
KREUZBLUMENWEG;33;1
AACHENER STR.;4501-449;1
KREUZBLUMENWEG;41;1
AM SCHEIDWEG;49;1
KREUZBLUMENWEG;9;1
KREUZBLUMENWEG;9-11;1
KREUZBLUMENWEG;9/11;1
AM SCHEIDWEG;43;1
KREUZGASSE;2/4;1
AM SCHEIDWEG;37-90;1
KREUZGASSE;2A-4;1
KREUZGASSE;3;1
AM SCHEIDWEG;25;1
AM SCHEIDWEG;24;1
AM SCHEIDWEG;23;1
KREUZNACHER STR.;17;1
AM SCHEIDWEG;19;1
KREUZNACHER STR.;35;1
AM SALZMAGAZIN;PENNY;1
KREUZNACHER STR.;41;1
KREUZNACHER STR.;43;1
AACHENER GLACISS;5;1
KREUZNACHER STR.;5;1
KREUZNACHER STR.;51;1
KREUZNACHER STR.;63;1
KREUZNACHER STR.;7;1
KREUZNACHER STR.;71;1
AM SALZMAGAZIN;7-5;1
KREUZNACHER STR.;9-11;1
AM SALZMAGAZIN;70-62;1
KRIEGERHOFSTR.;1;1
KRIEGERHOFSTR.;1A;1
KRIEGERHOFSTR.;45;1
KRIEGERHOFSTR.;48;1
KRIEGERHOFSTR.;53;1
AM SALZMAGAZIN;60-64;1
AM SALZMAGAZIN;60+62;1
KRIEGER-STR.;38;1
KRIELER STR.;10;1
AACHENER STR.;449;1
AM SALZMAGAZIN;60-54;1
KRIELER STR.;107;1
KRIELER STR.;15;1
KRIELER STR.;17A;1
KRIELER STR.;19;1
KRIELER STR.;30;1
AACHENER STR.;446-449;1
KRIELER STR.;32-34;1
KRIELER STR.;34-38;1
KRIELER STR.;34/38;1
AM SALZMAGAZIN;40;1
KRIELER STR.;38-40;1
KRIELER STR.;4;1
KRIELER STR.;5;1
AACHENER GLACISS;45-449;1
KRIELER STR.;58-60;1
AM SALZMAGAZIN;24;1
AM SALZMAGAZIN;2;1
KRIELER STR.;63;1
AM SALZMAGAZIN;12;1
AM SALZMAGAZIN;1;1
KRIELER STR.;66-64;1
KRIELER STR.;66-68;1
AM SALZMAGAZIN;060-062;1
AM ROSENMAAR;KITA;1
KRIELER STR.;76;1
KRIELER STR.;8;1
KRIELER STR.;80;1
KRIELER STR.;81-83;1
KRIELER STR.;82;1
KRIELER STR.;84;1
AM ROSENHOF;70;1
AM ROSENHOF;5-7;1
KRIEMHILDPLATZ;13;1
MAARWEG;221-223;1
KRIEMHILDPLATZ;17;1
KRIEMHILDPLATZ;18;1
KRIEMHILDPLATZ;19;1
KRIEMHILDPLATZ;2;1
KRIEMHILDPLATZ;20;1
KRIEMHILDPLATZ;21;1
AM ROSENHOF;4-6;1
MAARWEG;223-221;1
KRIEMHILDPLATZ;7;1
AM ROSENHOF;41;1
MAARWEG;225;1
AM ROSENHOF;10;1
KRIEMHILDSTR. RO;11;1
KRIEMHILDSTR. RO;5A;1
KRIEMHILDSTR. RO;7;1
AM ROSENHOF;1;1
AM ROSENGARTEN;96-98;1
AM ROSENGARTEN;9;1
AM ROSENGARTEN;89;1
AM ROSENGARTEN;87;1
AM ROSENGARTEN;85;1
KRINGSWEG;17;1
AM ROSENGARTEN;8;1
AM ROSENGARTEN;79A;1
AACHENER STR.;445+449;1
AM ROSENGARTEN;79;1
AM ROSENGARTEN;72;1
AM ROSENGARTEN;70;1
AM ROSENGARTEN;7;1
AM ROSENGARTEN;5-6;1
KRINGSWEG;26-28;1
KRINGSWEG;27;1
AM ROSENGARTEN;37;1
AM ROSENGARTEN;34-36;1
AM ROSENGARTEN;28;1
KRINGSWEG;30-32;1
KRINGSWEG;32-34;1
AM RONDORFER PFAD;9;1
AM RONDORFER PFAD;4;1
AM RONDORFER PFAD;32;1
KRINGSWEG;9-11;1
AM RONDORFER PFAD;20-30;1
KROHSTR.;2;1
AACHENER STR.;445--449;1
AM RONDORFER PFAD;18;1
AM RÖMERTURM;9-7;1
KRONENGASSE;10;1
AM RÖMERTURM;8-10;1
AM RÖMERTURM;8;1
AACHENER STR.;445-447;1
KRONENGASSE;18-13;1
AM RÖMERTURM;13-15;1
AM RÖMERTURM;1-3;1
AM RÖMERTURM;11-9;1
AM RÖMERHOF;44;1
AM RÖMERHOF;4;1
AM RÖMERHOF;32;1
AM RÖMERHOF;28;1
KRONENGASSE;25-21;1
KRONENGASSE;25-23;1
AM RÖMERHOF;16;1
AM RÖMERHOF;12-14;1
AM RÖMERHOF;10;1
AM RODDERBERG;4;1
AM RINKENPFUHL;9-11;1
AM RINKENPFUHL;51-53;1
KRONENGASSE;7-9;1
AM RINKENPFUHL;45-49;1
AM RINKENPFUHL;45-47;1
KRONENGASSE;9-11;1
KRONENGASSE;FO;1
AM RINKENPFUHL;41-43;1
AM RINKENPFUHL;41;1
AM RINKENPFUHL;40;1
AM RINKENPFUHL;39;1
KRONSTÄDTER STR.;13;1
KRONSTÄDTER STR.;131-145;1
KRONSTÄDTER STR.;131-169;1
KRONSTÄDTER STR.;13/15;1
KRONSTÄDTER STR.;133;1
AACHENER GLACISS;451;1
AM RINKENPFUHL;33;1
KRONSTÄDTER STR.;15-17;1
KRONSTÄDTER STR.;16;1
AM RINKENPFUHL;31;1
KRONSTÄDTER STR.;17;1
KRONSTÄDTER STR.;21;1
KRONSTÄDTER STR.;24;1
KRONSTÄDTER STR.;47-51;1
AM RINKENPFUHL;16-18;1
KROPPACHER STR.;8;1
AM RINKENPFUHL;14;1
KRÖTSCHWEG;1;1
AM RINKENPFUHL;1-13;1
AM RINKENPFUHL;11;1
KRÖVER STR.;12/14;1
AM RHEINBRAUHAUS;9-11;1
AM RHEINBRAUHAUS;7;1
AM RHEINBRAUHAUS;3;1
AM RHEINBRAUHAUS;1Ä;1
KRÖVER STR.;16/18;1
AM RAPOHL;8-10A;1
AM RAPOHL;8-10;1
KRÖVER STR.;2;1
AM RAPOHL;7B;1
AM RAPOHL;4;1
KRÜCKELSTR.;1;1
KRÜCKELSTR.;1/3;1
AM RAPOHL;28;1
AACHENER STR.;444-449;1
KRÜCKELSTR.;17;1
KRÜCKELSTR.;19A;1
KRÜCKELSTR.;19 A;1
AM RAPOHL;27;1
KRUMBACHER STR.;16;1
AM RAPOHL;25;1
AM RAPOHL;16;1
KRUMMER BÜCHEL;12 -VHS;1
AM PULVERTURM;;1
KRUMMER BÜCHEL;14-16;1
KRUMMER BÜCHEL;14/16;1
AM PORTZENACKER;;1
KRUMMER BÜCHEL;16-18;1
AM PISTORHOF;20;1
KRUMMER BÜCHEL;1A-5;1
AACHENER STR.;444;1
KRUMMER BÜCHEL;35;1
AM PISTORHOF;16-12;1
AM PISTORHOF;12-8;1
KRUMMER BÜCHEL;6-12;1
KRUMMER BÜCHEL;7;1
AM PETERSHOF;3;1
AM PESCHER HOLZ;;1
KRÜTHSTR.;12;1
KRÜTHSTR.;1-3;1
KRÜTHSTR.;20;1
KRÜTHSTR.;26;1
KRÜTHSTR.;27;1
KRÜTHSTR.;27-29;1
KRÜTHSTR.;29;1
KRÜTHSTR.;31;1
AACHENER STR.;443-449;1
MAARWEG;29-31;1
AM PESCHER HOLZ;4;1
KRÜTHSTR.;38;1
AM PESCHER HOLZ;1E;1
KRÜTHSTR.;42;1
AACHENER STR.;436;1
KRÜTHSTR.;48;1
MAINZER STR.;40;1
KRÜTHSTR.;50;1
MAARWEG;31;1
AM PESCHER HOLZ;1B;1
KRÜTHSTR.;8;1
AM PESCHER HOLZ;1A;1
AMPERESTR.;5-11;1
KUENSTR.;111;1
MAARWEG;35;1
AMPERESTR.;26;1
KUENSTR.;13-11;1
AMPERESTR.;20-22;1
AMPERESTR.;18-20;1
AMPERESTR.;18;1
AMPERESTR.;16-18;1
MAARWEG;37;1
AMPERESTR.;16;1
KUENSTR.;186;1
AM PALMKÄULCHEN;62;1
KUENSTR.;19-21;1
AM PALMKÄULCHEN;38;1
KUENSTR.;1B;1
KUENSTR.;1D;1
AM PALMKÄULCHEN;1-5;1
KUENSTR.;21-23;1
AM PALMKÄULCHEN;12;1
AM OBERHOF;;1
AACHENER STR.;423 A;1
KUENSTR.;26-28;1
AM NUSSBERGER PFAD;;1
MAARWEG;52;1
KUENSTR.;2A;1
AM NUSSBERGER PFAD;12;1
AM NORDPARK;9;1
AM NORDPARK;32;1
AM NORDPARK;30-32;1
KUENSTR.;34;1
KUENSTR.;35;1
AM NORDPARK;15;1
AM NORDPARK;13;1
AM NEUEN FORST;6;1
AM NEUEN FORST;40-42;1
AM NEUEN FORST;20;1
KUENSTR.;41;1
KUENSTR.;43;1
MAARWEG;56-58;1
AACHENER STR.;42;1
MAARWEG;5/7;1
AM MÜHLEN FALDER;23;1
AM MÜHLEN FALDER;22;1
AM MÜHLEN FALDER;13-17;1
KUENSTR.;55;1
AM MÜHLEN FALDER;13;1
AM MÜHLEN FALDER;10;1
KUENSTR.;62;1
AM MORSDORFER HOF;28;1
AM MORSDORFER HOF;10;1
KUENSTR.;72;1
KUENSTR.;76;1
AM MOLENKOPF;RHEIN;1
KUENSTR.;80-82;1
AM MOLENKOPF;HAFEN;1
KUENSTR.;9-11;1
KUENSTR.;FLORASTR;1
AM MOLENKOPF;FIRMA VARO;1
AM MOLENKOPF;3;1
AM MOLENKOPF;15;1
KUHTSTR.;31;1
KUHTSTR.;;1
AM MARIENSTIFT;;1
KÜHZÄLLERWEG;21;1
KÜHZÄLLERWEG;31;1
AM MARIENSTIFT;1;1
AM MALZBÜCHEL;PLECTRUDENGASSE;1
KULMBACHER STR.;7;1
AM MAARHOF;957;1
AM MAARHOF;11;1
KUNIBERTSGASSE;11;1
KUNIBERTSGASSE;12;1
AM LUSTHAUS;;1
AM LINGCHEN;;1
KUNIBERTSGASSE;1/3;1
AACHENER STR.;412;1
AACHENER STR.;409-411;1
KUNIBERTSGASSE;3-7;1
AM LINGCHEN;11;1
AM LINDENWEG;63;1
AM LEYSTAPEL;9;1
AM LEYSTAPEL;75;1
KUNIBERTSGASSE;7/9;1
KUNIBERTSGASSE;8;1
KUNIBERTSGASSE;9/11;1
AM LEUSCHHOF;8E;1
KUNIBERTSKLOSTER;1;1
AM LEUSCHHOF;8A;1
AM LEUSCHHOF;7;1
KUNIBERTSKLOSTER;15;1
AM LEUSCHHOF;11;1
AM LEUSCHHOF;1;1
KUNIBERTSKLOSTER;18-20;1
AM LENNARTZHOF;;1
KUNIBERTSKLOSTER;1B;1
AM LANGEN STEIN;14;1
KUNIBERTSKLOSTER;3;1
KUNIBERTSKLOSTER;7-9;1
AM LANGEN STEIN;12-16;1
KUNIBERTSKLOSTERGASSE;1;1
AM LANGEN STEIN;12-14;1
KUNIBERTSKLOSTERGASSE;3;1
AM LANGEN STEIN;10-8;1
KUNSTFELDER STR.;27;1
KUNSTFELDER STR.;42;1
AM LANGEN STEIN;10;1
AM LANGEN STEIN;1;1
AM KÜMPCHENSHOF;9-11;1
KUPFERGASSE;10/12;1
AM KÜMPCHENSHOF;7;1
KUPFERGASSE;12-16;1
AM KÜMPCHENSHOF;2;1
KUPFERGASSE;14-16;1
AM KÜMPCHENSHOF;17;1
KUPFERGASSE;21;1
AM KÜMPCHENSHOF;11;1
AM KRUMFINGERS HOF;25;1
KUPFERGASSE;27;1
KUPFERGASSE;2A;1
AM KRIELER DOM;17;1
AM KRIELER DOM;1;1
KUPFERGASSE;6/10;1
KUPFERGASSE;6-12;1
AM KREUZWEG;;1
AM KRAUSEN BAUM;;1
KUPFERGASSE;6-8/10;1
KUPFERGASSE;L8;1
KUPFERGASSE PO;10;1
KUPFERGASSE PO;10-12;1
KUPFERGASSE PO;17;1
KUPFERGASSE PO;19-17;1
MAARWEG;76-78;1
AM KÖLNER WEG;23;1
KUPFERGASSE PO;31;1
KUPFERGASSE PO;6;1
KUPFERGASSE PO;8;1
AM KÖLNER WEG;22;1
MAARWEG;7-9;1
KÜPPERSTEGER WEG;;1
AM KÖLNER WEG;21;1
KURFÜRSTENSTR.;12;1
KURFÜRSTENSTR.;12/14;1
KURFÜRSTENSTR.;12-16;1
KURFÜRSTENSTR.;14;1
KURFÜRSTENSTR.;15-17;1
AM KÖCHHOF;59;1
AM KLOSTERGARTEN;11;1
AM KLIEPESCH;6;1
AM KLIEPESCH;35;1
KURFÜRSTENSTR.;22-25;1
AM KLIEPESCH;1;1
AM KLEEACKER;;1
KURFÜRSTENSTR.;23A-25;1
AM KLEEACKER;7;1
AM KLAUSENBERG;28;1
AM KLAUSENBERG;25;1
AM KIRCHHOF;8;1
AM KIELSHOF;45;1
KURFÜRSTENSTR.;2A-2;1
KURFÜRSTENSTR.;5-7;1
KURFÜRSTENSTR.;6;1
KURFÜRSTENSTR.;6-8;1
AACHENER STR.;409;1
AM KIELSHOF;28;1
KURISCHE STR.;6;1
KURT-ALDER-STR.;22;1
KURT-ALDER-STR.;24;1
KURT-ALDER-STR.;9;1
AM KIELSHOF;2;1
KURT-EDELHAGEN-STR.;2;1
KURT-EDELHAGEN-STR.;4;1
KURT-EDELHAGEN-STR.;8;1
KURT-SCHUMACHER-STR.;16;1
AM KIELSHOF;13;1
KURT-WEILL-WEG;11-17;1
AM KIELSHOF;12/14;1
KURT-WEILL-WEG;30;1
KURT-WEILL-WEG;40;1
KURT-WEILL-WEG;41;1
AM KIELSHOF;1;1
KURZER DAMM;15;1
KURZER DAMM;;1
KURZE STR.;11;1
KURZE STR.;13;1
AM KIEFERNWALD;22;1
KURZE STR.;18;1
AM KATZENBERG;;1
KURZE STR.;2A;1
KURZE STR.;2 A;1
KURZE STR.;9;1
KURZE STR.;9-11;1
AM KABELLAGER;7;1
KUSELER STR.;54-56;1
KUSELER STR.;6;1
AM JUSTIZZENTRUM;9-11;1
KUSKESTR.;2;1
AACHENER STR.; 40-44;1
KÜSTRINER WEG;3;1
KÜSTRINER WEG;5;1
KÜSTRINER WEG;7;1
KUTHSTR.;1;1
KUTHSTR.;105;1
KUTHSTR.;109;1
MAARWEG;84-86;1
KUTHSTR.;113;1
KUTHSTR.;13;1
AACHENER STR.;402-412;1
KUTHSTR.;158;1
KUTHSTR.;172;1
KUTHSTR.;174;1
AACHENER STR.;402-404;1
AM JUSTIZZENTRUM;29;1
AM JUSTIZZENTRUM;175;1
KUTHSTR.;42;1
KUTHSTR.;47;1
KUTHSTR.;70;1
KUTHSTR.;72;1
AM HUSHOLZ;6-8;1
KUTHSTR.;84;1
KUTHSTR.;88-90;1
MAARWEG;9/11;1
KUTHSTR.;90;1
AACHENER STR.;396-398;1
KUTHSTR.;95;1
AM HUSHOLZ;5;1
AM HUSHOLZ;182;1
AM HUSHOLZ;10;1
AM HUSHOLZ;1;1
AM HOF JU;50;1
KYFFHÄUSERSTR.;1-3;1
KYFFHÄUSERSTR.;13-15;1
AM HOF JU;30;1
KYFFHÄUSERSTR.;15-17;1
AM HÖFENWEG;6;1
AM HÖFENWEG;12;1
AM HÖFCHEN;8-10;1
KYFFHÄUSERSTR.;2;1
KYFFHÄUSERSTR.;23;1
KYFFHÄUSERSTR.;23-25;1
AM HÖFCHEN;7-9;1
KYFFHÄUSERSTR.;2-4;1
AACHENER STR.;362-364;1
KYFFHÄUSERSTR.;25-29;1
AM HÖFCHEN;34;1
KYFFHÄUSERSTR.;28A;1
AACHENER STR.;362;1
AM HÖFCHEN;17;1
KYFFHÄUSERSTR.;33;1
KYFFHÄUSERSTR.;33-35;1
AM HOF;HOTEL;1
AM HOF;7;1
KYFFHÄUSERSTR.;34-6;1
AM HOF;52;1
KYFFHÄUSERSTR.;3-5;1
AM HOF;48/50;1
AM HOF;48-46;1
KYFFHÄUSERSTR.;36-28;1
AM HOF;47;1
KYFFHÄUSERSTR.;38;1
AACHENER STR.;358-360;1
KYFFHÄUSERSTR.;39-41A;1
AM HOF;38-48;1
KYFFHÄUSERSTR.;40-42;1
KYFFHÄUSERSTR.;41 A;1
KYFFHÄUSERSTR.;41 A-E;1
KYFFHÄUSERSTR.;42;1
AM HOF;38-41;1
KYFFHÄUSERSTR.;49-51;1
AM HOF;36-48;1
MAASTRICHTER STR.;10;1
AM HOF;36/34;1
AM HOF;32-36;1
KYFFHÄUSERSTR.;55-57;1
AM HOF;31;1
KYFFHÄUSERSTR.;5-7;1
KYFFHÄUSERSTR.;57-59;1
AM HOF;30-34;1
AM HOF;30-32;1
AM HOF;3;1
AACHENER STR.;35-37;1
KYFFHÄUSERSTR.;9;1
KYFFHÄUSERSTR.;9-11;1
AM HOF;20-26;1
KYLLBURGER STR.;10;1
AM HOF;20;1
KYLLBURGER STR.;12-14;1
AM HOF;14;1
AM HIRSCHSPRUNG;44;1
AM HEILIGENHÄUSCHEN PO;13;1
KYLLBURGER STR.;2-4;1
KYLLBURGER STR.;2A-C;1
AM HEIDSTAMM;70;1
KYLLBURGER STR.;4-8;1
KYLLBURGER STR.;6;1
AM HEIDSTAMM;68-70;1
AM HEIDSTAMM;66A;1
AM HEIDSTAMM;58;1
AM HEIDSTAMM;50;1
AM HEIDSTAMM;5;1
AM HEIDSTAMM;48;1
KYLLSTR.;3;1
KYLLSTR.;4-6;1
AM HEIDSTAMM;38;1
AM HEIDSTAMM;37;1
KYLLSTR.;7;1
AM HEIDSTAMM;34;1
KYOTOSTR.;13;1
KYOTOSTR.;17;1
AM HEIDSTAMM;30;1
AACHENER STR.;3-5;1
KYOTOSTR.;21/23;1
AM HEIDSTAMM;28;1
KYOTOSTR.;24;1
AM HEIDSTAMM;24/26-28;1
KYOTOSTR.;27;1
AM HEIDSTAMM;24-26;1
L 286N;240;1
LACHEMER WEG;22;1
LACHEMER WEG;22F;1
LACHSGASSE;146;1
LAHNSTR.;12;1
AM HEIDSTAMM;2;1
MAASTRICHTER STR.;13/15;1
LAHNSTR.;17;1
AM HEIDSTAMM;18;1
LAHNSTR.;20;1
LAHNSTR.;23;1
LAHNSTR.;25-23;1
LAHNSTR.;29;1
LAHNSTR.;3;1
LAHNSTR.;31;1
LAHNSTR.;4;1
LAHNSTR.;5;1
LAHNSTR.;6;1
MAASTRICHTER STR.;138;1
LAHNSTR.;8;1
AM HEIDSTAMM;13;1
LAHNSTR. RO;8;1
LÄMMERSTR.;2;1
LÄMMERSTR.;4;1
LÄMMERSTR.;6-8;1
AM HEIDSTAMM;10;1
AM HASELBUSCH;8;1
AM HASELBUSCH;6;1
AACHENER STR.;345;1
AM HASELBUSCH;2;1
AM HASELBUSCH;10;1
AM GROTT;5;1
AACHENER STR.;331;1
AM GREINSHOF;2;1
AM GREINSHOF;1A;1
LANDGRAFENSTR.;106 A;1
AACHENER STR.;32-34;1
LANDGRAFENSTR.;11;1
LANDGRAFENSTR.;111;1
AM GRAUEN STEIN;8-10;1
AM GRAUEN STEIN;8;1
AM GRAUEN STEIN;7-5;1
AM GRAUEN STEIN;3-5;1
LANDGRAFENSTR.;20-22;1
LANDGRAFENSTR.;22-24;1
AM GRAUEN STEIN;14-16;1
LANDGRAFENSTR.;263;1
AM GRAUEN STEIN;14;1
LANDGRAFENSTR.;31;1
AM GRÄFENHOF;475;1
AM GRÄFENHOF;28-36;1
LANDGRAFENSTR.;35;1
AM GRÄFENHOF;280;1
AM GRÄFENHOF;22;1
AM GRÄFENHOF;15;1
AM GLEUELER BACH;11;1
LANDGRAFENSTR.;43-45;1
AM GLEUELER BACH;1;1
AM GIESELBACH;22A;1
LANDGRAFENSTR.;48;1
AM GIESELBACH;22-22A;1
LANDGRAFENSTR.;54-54A;1
LANDGRAFENSTR.;54-54 A;1
AM GIESELBACH;13-15;1
LANDGRAFENSTR.;54A-54;1
AM FRANKENTURM;5;1
LANDGRAFENSTR.;57;1
LANDGRAFENSTR.;58-60;1
MAASTRICHTER STR.;19-21;1
AM FLUTGRABEN;;1
LANDGRAFENSTR.;61;1
LANDGRAFENSTR.;63-65;1
LANDGRAFENSTR.;64-66;1
AM FLUTGRABEN;60-64;1
AM FLUTGRABEN;54;1
LANDGRAFENSTR.;6-8;1
LANDGRAFENSTR.;68-66;1
AACHENER STR.;319;1
MAASTRICHTER STR.;20;1
LANDGRAFENSTR.;73;1
LANDGRAFENSTR.;75-77;1
AM FLUTGRABEN;17;1
LANDGRAFENSTR.;76-74;1
AM FLUTGRABEN;1;1
AM FLIEDERBUSCH;34-32;1
AM FLIEDERBUSCH;32;1
LANDGRAFENSTR.;80-84;1
LANDGRAFENSTR.;-82;1
AM FLIEDERBUSCH;1;1
LANDGRAFENSTR.;82-84;1
LANDGRAFENSTR.;82/90;1
AM FLACHSROSTERWEG;9-11;1
LANDGRAFENSTR.;86;1
LANDGRAFENSTR.;88-90;1
LANDGRAFENSTR.;89B;1
AM FLACHSROSTERWEG;5-7;1
AM FLACHSROSTERWEG;5;1
AM FLACHSROSTERWEG;4-12;1
MAASTRICHTER STR.;22-24;1
AM FLACHSROSTERWEG;36A;1
LANDGRAFENSTR.;98B-98A;1
MAASTRICHTER STR.;23-27;1
AM FLACHSROSTERWEG;36;1
AM FLACHSROSTERWEG;20;1
AM FLACHSROSTERWEG;14-8;1
LANDMANNSTR.;10-10;1
AM FLACHSROSTERWEG;14.18;1
AM FLACHSROSTERWEG;13;1
LANDMANNSTR.;13;1
LANDMANNSTR.;15;1
LANDMANNSTR.;17;1
LANDMANNSTR.;17-19;1
LANDMANNSTR.;19;1
AM FELDRAIN;8;1
LANDMANNSTR.;21-23;1
LANDMANNSTR.;21-25;1
AM FELDRAIN;56;1
LANDMANNSTR.;23-21;1
AM FELDRAIN;4;1
LANDMANNSTR.;266;1
LANDMANNSTR.;266-268;1
AM FAULBACH;OPAL HAUS;1
AM FAULBACH;MÖBELHALLE;1
AM ENTENPFUHL;;1
AM ENTENPFUHL;83;1
LANDMANNSTR.;33-35;1
AM ENTENPFUHL;66;1
MAASTRICHTER STR.;26/24;1
LANDMANNSTR.;37;1
AM ENTENPFUHL;63;1
LANDMANNSTR.;41;1
LANDMANNSTR.;43;1
AM ENTENPFUHL;42;1
MAASTRICHTER STR.;26-28;1
LANDMANNSTR.;48;1
LANDMANNSTR.;48-50;1
AM ENTENPFUHL;25A;1
LANDMANNSTR.;50;1
LANDMANNSTR.;52;1
LANDMANNSTR.;58;1
AM ENGELSHOF;15;1
AM ENGELDORFER BERG;29;1
AM EIFELTOR;18-24;1
LANDMANNSTR.;9-9A;1
LANDMANNSTR.;9A;1
AM EICHENWÄLDCHEN;3;1
LANDSBERGER STR.;14;1
LANDSBERGER STR.;15;1
LANDSBERGER STR.;16;1
LANDSBERGER STR.;2;1
LANDSBERGER STR.;21-23;1
LANDSBERGER STR.;38-40;1
LANDSBERGER STR.;43;1
LANDSBERGER STR.;44;1
LANDSBERGER STR.;5;1
AM EICHELBERG;;1
AM EICHELBERG;40B;1
LANDSBERGSTR.;12;1
LANDSBERGSTR.;15;1
AM EICHELBERG;34;1
LANDSBERGSTR.;19A;1
AM EICHELBERG;17;1
LANDSBERGSTR.;21;1
LANDSBERGSTR.;21-23;1
AM ECKIGEN RUNDBAU;56;1
LANDSBERGSTR.;2-4;1
LANDSBERGSTR.;24-28;1
AM DÜXER BOCK;26;1
AM DUFFESBACH;7/9;1
LANDSBERGSTR.;3;1
AACHENER STR.;31-319;1
AM DUFFESBACH;6/8;1
LANDSBERGSTR.;34;1
LANDSBERGSTR.;35-39;1
LANDSBERGSTR.;37;1
LANDSBERGSTR.;38;1
MAASTRICHTER STR.;3-5;1
